job_name,task_name,start_time,end_time,plan_cpu,duration,energy,power_proxy
j_8781,M8,87134.0,87135,50.0,1,0.04367100803019073,0.04367100803019073
j_8781,R5_4,87134.0,87142,46.73,8,0.1643146043399841,0.020539325542498012
j_8781,J4_2_3_12,87134.0,87138,50.0,4,0.10294471594980133,0.025736178987450332
j_8781,J15_1_5_14,87134.0,87138,50.0,4,0.12381994371848774,0.030954985929621936
j_8781,R2_6,87134.0,87135,50.0,1,0.024240375641636922,0.024240375641636922
j_8781,R9_8,87134.0,87139,50.0,5,0.08978951655417491,0.017957903310834984
j_30113,R2_1,87143.0,87144,100.0,1,0.048735318638284376,0.048735318638284376
j_30113,R2_1_retry,87153.0,87154,100.0,1,0.06360081273847366,0.06360081273847366
j_31196,M1_retry,87191.0,87381,50.0,190,6.456312568370269,0.03398059246510668
j_38134,R8_1_2_3_4_5_7,87191.0,87198,100.0,7,0.263178151550853,0.037596878792979
j_5090,M1,87200.0,87216,50.0,16,0.4814243049582642,0.030089019059891513
j_40605,M1,87224.0,87232,50.0,8,0.21160123886743315,0.026450154858429144
j_8643,M1,87228.0,87234,50.0,6,0.11093568440533329,0.018489280734222215
j_15784,R2_1,87278.0,87335,50.0,57,2.308699806932202,0.04050350538477547
j_15784,M1,87279.0,87364,50.0,85,3.1936711772951183,0.03757260208582492
j_8781,M8_retry,87287.0,87288,50.0,1,0.049117290595167395,0.049117290595167395
j_27338,M1,87389.0,87391,100.0,2,0.1294533849000508,0.0647266924500254
j_9980,R5_4,87400.0,87501,100.0,101,5.219193554205857,0.05167518370500848
j_9980,M3,87400.0,87402,98.42,2,0.0897433141000078,0.0448716570500039
j_9980,J4_1_2_3,87400.0,87501,100.0,101,5.350622333634045,0.052976458748851936
j_24111,task_ODk2MzU0ODg1MTY5MTExNTUwMg==,87490.0,87511,10.0,21,0.2639585746004559,0.012569455933355043
j_42365,M1,87601.0,87602,50.0,1,0.028169917068774503,0.028169917068774503
j_42365,R2_1,87601.0,87602,50.0,1,0.021832088471288365,0.021832088471288365
j_42365,M1_retry,87629.0,87631,50.0,2,0.03742077142512301,0.018710385712561506
j_629,R3_4,87651.0,87670,50.0,19,0.4821609553295496,0.025376892385765768
j_629,R8_7,87651.0,87675,50.0,24,0.7588081504423797,0.03161700626843249
j_629,R1_6,87651.0,87669,50.0,18,0.5091265056238087,0.02828480586798937
j_629,R12_11,87651.0,87654,50.0,3,0.0872540096418758,0.029084669880625264
j_629,R4_6,87651.0,87664,50.0,13,0.4881648778804931,0.03755114445234563
j_629,R5_4,87651.0,87668,50.0,17,0.5090346762024834,0.029943216247204908
j_629,R13_12,87651.0,87654,48.24,3,0.08135347940787951,0.02711782646929317
j_629,R14_2_3_5_9_10_13,87651.0,87675,50.0,24,0.7612908992906948,0.03172045413711228
j_629,R2_1,87651.0,87670,50.0,19,0.5226478050272869,0.027507779211962468
j_629,M6,87651.0,87668,45.23,17,0.5373950284929748,0.03161147226429264
j_38295,R3_2,87784.0,87806,100.0,22,1.0987859006225933,0.04994481366466333
j_38295,R2_1,87784.0,87813,100.0,29,1.2787736115065127,0.044095641776086644
j_38295,M1,87784.0,87804,100.0,20,1.0133368029505967,0.05066684014752983
j_15524,M1,87802.0,88175,50.0,373,12.552085597186467,0.033651704013904736
j_15975,task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,87853.0,88061,10.0,208,4.903906572014802,0.023576473903917317
j_15975,task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,87853.0,87961,30.0,108,3.2993719395394585,0.030549740180920913
j_38295,M1_retry,87902.0,87937,100.0,35,1.1429837965251164,0.03265667990071761
j_11713,R2_1,87923.0,87924,50.0,1,0.05287481586853024,0.05287481586853024
j_11713,M1,87923.0,87925,50.0,2,0.048679539510704334,0.024339769755352167
j_11713,M3,87923.0,87926,50.0,3,0.07741829710678108,0.025806099035593694
j_1539,MergeTask,88210.0,88213,100.0,3,0.12573905423261245,0.04191301807753748
j_40365,M3_2,88285.0,88286,50.0,1,0.02613219283783421,0.02613219283783421
j_40365,R4_3,88285.0,88286,50.0,1,0.025129046133236077,0.025129046133236077
j_43186,M4,88369.0,88370,50.0,1,0.03161760761005038,0.03161760761005038
j_43186,J6_3_4_5,88369.0,88371,50.0,2,0.04869968956415028,0.02434984478207514
j_43186,M1,88369.0,88381,50.0,12,0.3715991273347297,0.03096659394456081
j_11807,R2_1,88493.0,88497,50.0,4,0.15554249326655323,0.03888562331663831
j_11807,M4_3,88493.0,88505,50.0,12,0.3400803963564798,0.02834003302970665
j_27698,J13_11_12,88561.0,88755,50.0,194,5.8505286553887395,0.03015736420303474
j_27698,M6,88562.0,88567,50.0,5,0.13587363360829807,0.027174726721659614
j_27698,J5_3_4,88562.0,88634,50.0,72,2.592016325938691,0.03600022674914848
j_27698,R4_12,88562.0,88575,50.0,13,0.35602886543193196,0.027386835802456305
j_27698,M11,88562.0,88814,50.0,252,6.657555574651423,0.026418871327981836
j_27698,M10,88562.0,89194,57.42,632,23.84254089306894,0.03772553938776731
j_27698,M3,88562.0,88607,50.0,45,1.4178457518556422,0.03150768337456983
j_27698,R2_9,88562.0,90198,50.0,1636,62.331769909408095,0.038100103856606414
j_27698,M9,88562.0,89335,50.0,773,26.4024310284191,0.03415579693197814
j_13067,R2_1,88563.0,89340,39.57,777,5.935605227570108,0.007639131567014296
j_13067,R4_3,88563.0,88897,50.0,334,11.567331643450885,0.034632729471409836
j_13067,R3_2,88563.0,88722,50.0,159,8.742057471694531,0.05498149353267001
j_13067,M1,88563.0,88574,50.0,11,0.3038788116893321,0.02762534651721201
j_1250,R16_15,88566.0,88583,100.0,17,0.8382568801951306,0.049309228246772384
j_1250,M9,88566.0,88581,100.0,15,0.6744069800555132,0.04496046533703422
j_1250,M7,88566.0,88580,100.0,14,0.7122744350374778,0.05087674535981984
j_1250,M4,88566.0,88585,100.0,19,0.6306250802763699,0.033190793698756306
j_1250,R5_4,88566.0,88577,100.0,11,0.5351406270927362,0.04864914791752148
j_1250,M10,88566.0,88577,100.0,11,0.5388107491151743,0.04898279537410676
j_1250,J13_1_3_12,88566.0,88582,100.0,16,0.7780198901940504,0.04862624313712815
j_1250,R8_7,88566.0,88581,100.0,15,0.7706491348537202,0.05137660899024801
j_1250,R15_14,88566.0,88583,100.0,17,0.8057118787936637,0.047394816399627275
j_39614,R4_3,88575.0,88898,50.0,323,12.491661166903933,0.03867387358174592
j_39614,J3_1_2,88575.0,88592,50.0,17,0.6028393006023125,0.0354611353295478
j_36102,R2_1,88624.0,88630,50.0,6,0.08618127662935082,0.014363546104891803
j_36102,J17_15_16,88624.0,88651,50.0,27,0.5578825226574128,0.02066231565397825
j_36102,J18_2_3_5_6_8_9_11_12_17,88624.0,88683,50.0,59,1.1593948070493039,0.019650759441513625
j_36102,M7,88624.0,88627,50.0,3,0.08258391064438811,0.027527970214796037
j_36102,M10,88624.0,88627,50.0,3,0.07940853880000545,0.02646951293333515
j_36102,R14_13,88624.0,88631,50.0,7,0.22708932988368627,0.03244133284052661
j_36102,R5_4,88624.0,88626,50.0,2,0.1276583550750647,0.06382917753753235
j_36102,M16,88624.0,88628,50.0,4,0.12704731500836436,0.03176182875209109
j_36102,M13,88624.0,88627,50.0,3,0.08042384181855922,0.026807947272853072
j_36102,M9,88624.0,88633,50.0,9,0.1665173653802254,0.01850192948669171
j_36102,M1,88624.0,88631,50.0,7,0.1561605957301755,0.022308656532882214
j_36102,M12,88624.0,88628,50.0,4,0.2238796288771101,0.055969907219277526
j_42498,R4_3,88661.0,88740,50.0,79,2.3715793372567764,0.03001999161084527
j_42498,M1,88661.0,88663,50.0,2,0.05130674029991624,0.02565337014995812
j_17961,task_ODk2MzU0ODg1MTY5MTExNTUwMg==,88679.0,88682,10.0,3,0.035294255529319675,0.011764751843106559
j_27698,M3_retry,88708.0,88785,50.0,77,1.91825820560565,0.024912444228644807
j_36102,R2_1_retry,88708.0,88719,50.0,11,0.10464813630947528,0.009513466937225025
j_36102,M1_retry,88761.0,88769,50.0,8,0.1854777505384416,0.0231847188173052
j_9606,task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,88823.0,89892,30.0,1069,29.318234833004084,0.02742585110664554
j_9606,task_ODk2MzU0ODg1MTY5MTExNTUwMg==,88823.0,89201,10.0,378,8.062004000834579,0.02132805291226079
j_9606,task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,88823.0,89209,5.0,386,7.345426317560951,0.019029601858966193
j_15961,R4_16,88825.0,88836,100.0,11,0.4661767945072528,0.042379708591568435
j_15961,M11,88825.0,88826,100.0,1,0.036374760890736664,0.036374760890736664
j_15961,J7_5_6,88825.0,88999,100.0,174,5.919305953723393,0.03401899973404249
j_15961,R13_11_12,88825.0,88826,100.0,1,0.0487660348577584,0.0487660348577584
j_15961,R14_13,88825.0,88826,100.0,1,0.04126461949096415,0.04126461949096415
j_15961,R10_9,88825.0,88829,100.0,4,0.12191241506369956,0.03047810376592489
j_15961,M16,88825.0,88837,100.0,12,0.5722582526909658,0.04768818772424715
j_15961,M6,88825.0,88833,100.0,8,0.3566286131869574,0.04457857664836967
j_15961,M17,88825.0,88857,100.0,32,1.6272486955337024,0.0508515217354282
j_15961,J18_16_17,88825.0,88854,100.0,29,1.624139037483727,0.056004794395990584
j_15961,J3_1_2_17,88825.0,88886,100.0,61,2.303696657712513,0.03776551897889365
j_15961,M9,88825.0,88826,100.0,1,0.043074108752115814,0.043074108752115814
j_15961,J20_3_4_7_8_19,88825.0,88896,100.0,71,3.693275011822655,0.05201795791299514
j_15961,M5,88825.0,88831,100.0,6,0.2556414273102072,0.04260690455170121
j_15961,M1,88825.0,88867,100.0,42,1.1880269314942193,0.028286355511767128
j_39649,task_ODg3NTU4NTE3NDcxODA4NjA5Ng==,88852.0,88902,100.0,50,15.457307646321743,0.3091461529264349
j_15961,R14_13_retry,88911.0,88913,100.0,2,0.05495791938408933,0.027478959692044665
j_36384,M5_2_4,88927.0,88929,50.0,2,0.05181384550349647,0.025906922751748235
j_36384,R7_6,88927.0,88948,50.0,21,0.6654884486278181,0.031689926125134195
j_36384,R9_8,88927.0,88929,50.0,2,0.05696210781441568,0.02848105390720784
j_36384,J11_5_7_10,88927.0,88991,50.0,64,2.341407589259565,0.0365844935821807
j_36384,M1,88927.0,88928,50.0,1,0.026995162732375073,0.026995162732375073
j_36384,J13_11_12,88927.0,89013,50.0,86,2.9383331072715246,0.034166664038040986
j_36384,M12,88927.0,88931,50.0,4,0.10251357615390067,0.025628394038475166
j_36384,R2_1,88927.0,88928,50.0,1,0.028043596210149686,0.028043596210149686
j_36384,R4_3,88927.0,88928,50.0,1,0.022378830528886978,0.022378830528886978
j_36384,R14_13,88927.0,89013,50.0,86,2.84130611247554,0.03303844316832023
j_36384,M8,88927.0,88928,50.0,1,0.025073255314910562,0.025073255314910562
j_488,R2_1,88932.0,88933,100.0,1,0.04695183777724433,0.04695183777724433
j_488,M1,88932.0,88933,88.79,1,0.04200939416688779,0.04200939416688779
j_36384,J13_11_12_retry,88961.0,89109,50.0,148,4.063817541188583,0.02745822662965259
j_36384,R2_1_retry,88974.0,88976,50.0,2,0.03250615137084106,0.01625307568542053
j_36384,M12_retry,89000.0,89005,50.0,5,0.1319068569200986,0.02638137138401972
j_24745,R2_1,89111.0,89124,50.0,13,0.38932133109835027,0.029947794699873097
j_41317,J7_2_3_6,89114.0,89523,50.0,409,16.578169987815798,0.04053342295309486
j_41317,M1,89115.0,89235,50.0,120,3.45930059281486,0.028827504940123833
j_41317,R2_1,89115.0,89200,50.0,85,2.820931665920822,0.033187431363774375
j_41317,M4,89115.0,89239,50.0,124,3.7938119359742464,0.030595257548179405
j_41317,R3_4,89115.0,89388,50.0,273,9.98221617380149,0.036564894409529265
j_13892,M1,89128.0,89133,100.0,5,0.21476723849461832,0.04295344769892366
j_7119,J8_7,89129.0,89467,50.0,338,0.05099111594879541,0.00015086128978933553
j_7119,R1_4,89129.0,89130,50.0,1,0.027279226975775117,0.027279226975775117
j_7119,M7_2_6,89129.0,89131,50.0,2,0.07129110493258682,0.03564555246629341
j_7119,R2_1,89129.0,89131,50.0,2,0.04910224569763083,0.024551122848815415
j_7119,R9_8,89129.0,89248,47.21,119,4.599746050675234,0.038653328156934744
j_7119,R4_3,89129.0,89130,50.0,1,0.024494002254774504,0.024494002254774504
j_7119,R6_5,89129.0,89131,49.28,2,0.04539246803616302,0.02269623401808151
j_7119,R5_4,89129.0,89130,52.17,1,0.028493083602196993,0.028493083602196993
j_22996,task_ODk2MzU0ODg1MTY5MTExNTUwMg==,89173.0,89182,10.0,9,0.13697791980757906,0.015219768867508785
j_41317,M1_retry,89183.0,89384,50.0,201,4.2090880277121006,0.020940736456279106
j_15472,M1,89223.0,89224,100.0,1,0.037384943035204385,0.037384943035204385
j_34556,R2_1,89285.0,89291,50.0,6,0.1659844823530084,0.027664080392168066
j_34556,M1,89285.0,89288,51.29,3,0.08017031141675975,0.026723437138919916
j_34556,M5_2_4,89285.0,89302,50.0,17,0.459146610650979,0.02700862415593994
j_34556,R4_3,89285.0,89323,50.0,38,0.7037454945782149,0.018519618278374075
j_20011,M1,89409.0,89420,50.0,11,0.6256105598055799,0.056873687255052714
j_11523,M1,89444.0,89446,100.0,2,0.056408159461864,0.028204079730932
j_11523,R2_1,89444.0,89445,100.0,1,0.043779095298857096,0.043779095298857096
j_37508,M1,89521.0,89522,100.0,1,0.04510003745632848,0.04510003745632848
j_35971,M1,89555.0,89570,100.0,15,0.7223709277764473,0.048158061851763155
j_35971,R2_1,89570.0,89573,100.0,3,0.14297823386036346,0.04765941128678782
j_14535,M1,89597.0,89600,100.0,3,0.12633331254702485,0.04211110418234162
j_11025,M2,89620.0,89627,100.0,7,0.2005553258874873,0.028650760841069618
j_11025,R3_2,89623.0,89627,100.0,4,0.17720162033814466,0.044300405084536164
j_41488,MergeTask,89626.0,89632,100.0,6,0.385301672830858,0.06421694547180966
j_11025,J4_1_3,89628.0,89640,100.0,12,0.6784658826922029,0.056538823557683575
j_11025,R5_4,89644.0,89647,100.0,3,0.13185377206619403,0.04395125735539801
j_35261,MergeTask,89677.0,89689,100.0,12,0.34900540032117155,0.02908378336009763
j_37522,M1,89744.0,89749,50.0,5,0.13759588625226726,0.027519177250453452
j_37522,M2,89744.0,89750,50.0,6,0.16385765913424616,0.027309609855707694
j_37522,M8,89745.0,89749,50.0,4,0.10965153614076292,0.02741288403519073
j_37522,M9,89745.0,89747,50.0,2,0.10214099908178649,0.051070499540893245
j_37522,R10_1_2_3_4_5_6_7_8_9,89745.0,89755,50.0,10,0.30429947232019605,0.030429947232019604
j_37522,M4,89745.0,89750,50.0,5,0.15652275216013423,0.031304550432026845
j_23240,M2,89818.0,89821,100.0,3,0.1420947156113611,0.047364905203787035
j_23240,R3_2,89822.0,89824,100.0,2,0.09160452473139363,0.045802262365696816
j_38537,M1,89863.0,89866,100.0,3,0.13300878931945034,0.04433626310648345
j_38537,M2,89863.0,89865,100.0,2,0.13344933133126774,0.06672466566563387
j_38537,R3_2,89866.0,89873,100.0,7,0.1890516608703121,0.0270073801243303
j_38537,M4_3,89869.0,89880,100.0,11,0.510129299451779,0.04637539085925264
j_38537,J5_1_4,89881.0,89884,100.0,3,0.22272324524954795,0.07424108174984932
j_38537,M2_retry,89925.0,89929,100.0,4,0.16424381093786278,0.041060952734465694
j_41603,task_OTg1NjA1OTIxMzA4ODkxNg==,89997.0,90219,100.0,222,11.477085957976238,0.05169858539628936
j_37080,M1,90021.0,90067,50.0,46,1.9866879269914606,0.04318886797807523
j_27041,task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,90049.0,90792,5.0,743,17.052482431914736,0.022950851186964653
j_32877,M1,90213.0,90228,39.71,15,0.4980700475691499,0.033204669837943325
j_43146,M3,90215.0,90220,100.0,5,0.24356971339843336,0.04871394267968667
j_43146,M1,90215.0,90221,100.0,6,0.5097239856430146,0.0849539976071691
j_43146,R5_4,90255.0,90258,100.0,3,0.13885164016251314,0.04628388005417105
j_670,M1,90360.0,90384,50.0,24,0.8194382712032412,0.03414326130013505
j_26351,R6_5,90407.0,90413,51.73,6,0.1571462159700164,0.026191035995002734
j_26351,M2_4_6,90407.0,90668,50.0,261,9.849994449023498,0.03773944233342336
j_26351,R8_1_2_7,90407.0,90671,50.0,264,10.316274812096415,0.03907679853066824
j_26351,M1_4_6,90407.0,90428,50.0,21,0.6183161423459501,0.029443625825997626
j_26351,R4_3,90407.0,90427,40.73,20,0.3622859152941375,0.018114295764706877
j_26351,M3,90407.0,90408,50.0,1,0.02551062341048441,0.02551062341048441
j_22154,M4,90447.0,90543,50.0,96,3.128750963348316,0.032591155868211624
j_22154,M2,90447.0,90452,50.0,5,0.13249368979609244,0.026498737959218487
j_22154,J8_3_7,90447.0,90568,50.0,121,4.876371656812089,0.040300592205058584
j_22154,M1,90447.0,90463,50.0,16,0.4413990870374928,0.0275874429398433
j_22154,R6_5,90447.0,90591,50.0,144,5.225342633560887,0.036287101621950604
j_22154,J10_1_2_9,90447.0,90666,50.0,219,7.8561494223847745,0.035872828412715864
j_22154,R9_8,90447.0,90651,50.0,204,7.338582960649911,0.03597344588553878
j_2184,M1,90514.0,90516,50.0,2,0.07303752239879324,0.03651876119939662
j_34020,J6_4_5,90534.0,90621,50.0,87,2.8012868709436454,0.03219869966601891
j_34020,J7_1_6,90534.0,90611,50.0,77,2.595726950545401,0.03371073961747274
j_34020,J4_2_3,90534.0,90590,50.0,56,1.8281889166822887,0.03264623065504087
j_34020,M2,90535.0,90579,50.0,44,1.4759394430131794,0.03354407825029953
j_34020,M1,90535.0,90553,50.0,18,0.5266767057873845,0.029259816988188025
j_34020,M3,90535.0,90561,50.0,26,0.7903535869278947,0.030398214881842103
j_34020,J4_2_3_retry,90549.0,90620,50.0,71,2.5021141561189686,0.03524104445237984
j_13500,task_ODk2MzU0ODg1MTY5MTExNTUwMg==,90607.0,90981,10.0,374,9.370139319192267,0.025053848447038146
j_13500,task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,90607.0,91104,5.0,497,12.817883837969067,0.025790510740380416
j_42598,M1,90721.0,90724,50.0,3,0.07704324546021572,0.025681081820071908
j_1911,J4_2_3,90743.0,90747,50.0,4,0.10718584216333071,0.02679646054083268
j_1911,M3,90743.0,90746,43.45,3,0.07968235037265017,0.026560783457550058
j_1911,R2_1,90743.0,90745,50.0,2,0.05015014586872769,0.025075072934363844
j_5051,task_ODk2MzU0ODg1MTY5MTExNTUwMg==,90800.0,90803,10.0,3,0.03684085417848098,0.012280284726160327
j_17720,M3,90867.0,90884,100.0,17,0.5461135377882719,0.032124325752251284
j_17720,M1,90867.0,90879,100.0,12,0.6185947664282688,0.0515495638690224
j_8403,M1,90907.0,90909,50.0,2,0.04807432751638594,0.02403716375819297
j_39311,J5_2_4,90928.0,90930,100.0,2,0.08766785454235564,0.04383392727117782
j_39311,M3,90928.0,90929,88.2,1,0.044003420129837156,0.044003420129837156
j_39311,R4_3,90928.0,90930,100.0,2,0.089995080544403,0.0449975402722015
j_33527,M1,90971.0,90974,100.0,3,0.13189434643041753,0.04396478214347251
j_12538,task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,91063.0,91320,30.0,257,7.639594857422324,0.029726050028880638
j_12538,task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,91063.0,91767,5.0,704,18.88253886261038,0.02682178815711702
j_12538,task_ODk2MzU0ODg1MTY5MTExNTUwMg==,91064.0,91066,10.0,2,0.023299420698573044,0.011649710349286522
j_39311,R4_3_retry,91077.0,91080,100.0,3,0.10126956313488202,0.03375652104496067
j_2919,task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,91138.0,91145,30.0,7,0.14695859195561925,0.020994084565088465
j_2919,task_ODk2MzU0ODg1MTY5MTExNTUwMg==,91138.0,91142,10.0,4,0.05182919131859558,0.012957297829648894
j_17720,R5_4,91194.0,91197,100.0,3,0.1375822130404813,0.045860737680160434
j_2919,task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==_retry,91285.0,91297,30.0,12,0.19408038076111522,0.01617336506342627
j_30960,M7,91691.0,91696,100.0,5,0.1620392690793439,0.03240785381586878
j_30960,M1,91691.0,91694,100.0,3,0.12735836566176478,0.042452788553921594
j_30960,M5,91691.0,91692,100.0,1,0.047373798681922014,0.047373798681922014
j_30960,J13_1_4_5_6_7_10_11_12,91691.0,91708,100.0,17,0.7994150881661426,0.04702441695094956
j_30960,R14_13,91691.0,91741,100.0,50,1.2369563732997726,0.02473912746599545
j_30960,M12,91691.0,91700,100.0,9,0.42320506393676754,0.04702278488186306
j_30960,M3,91691.0,91692,100.0,1,0.05021756682382394,0.05021756682382394
j_30960,R9_8,91691.0,91692,100.0,1,0.04337416064426779,0.04337416064426779
j_30960,M8,91691.0,91692,100.0,1,0.04573366866954745,0.04573366866954745
j_30798,M1,91802.0,91803,92.08,1,0.04722319195710027,0.04722319195710027
j_30798,R2_1,91802.0,91803,100.0,1,0.04039390279732781,0.04039390279732781
j_30798,R3_2,91802.0,91804,100.0,2,0.09191629186241365,0.045958145931206826
j_4316,J3_1_2,91841.0,91844,100.0,3,0.13829801394383376,0.04609933798127792
j_4316,M1,91841.0,91843,100.0,2,0.12842400270818438,0.06421200135409219
j_30798,M1_retry,91886.0,91888,92.08,2,0.05747600922357257,0.028738004611786286
j_14663,MergeTask,91898.0,91900,100.0,2,0.12765935710041162,0.06382967855020581
j_33400,M1,92035.0,92040,47.78,5,0.08857492343834071,0.01771498468766814
j_33400,R3_2,92035.0,92037,50.46,2,0.047727459809658694,0.023863729904829347
j_25456,M2,92147.0,92222,100.0,75,3.255356390612414,0.043404751874832184
j_25456,M1,92147.0,92151,100.0,4,0.3200788922714499,0.08001972306786248
j_2830,M1,92177.0,92178,100.0,1,0.042781856593652794,0.042781856593652794
j_25456,M2_retry,92232.0,92363,100.0,131,4.5405475615769015,0.034660668408983984
j_37051,M2,92258.0,92352,100.0,94,5.050398859631975,0.05372764744289335
j_37051,M1,92258.0,92353,100.0,95,4.899146343296441,0.05156996150838359
j_35842,J2_1,92314.0,92632,50.0,318,14.919046903161272,0.04691524183384048
j_35842,R3_2,92314.0,92882,50.0,568,21.17868538551264,0.037286417932240565
j_37143,J3_1_2,92315.0,92471,50.0,156,5.2135494173191725,0.033420188572558795
j_37143,M7,92315.0,92318,50.0,3,0.08276007807855404,0.027586692692851345
j_37143,M1,92315.0,92324,50.0,9,0.38646467584027877,0.04294051953780875
j_37143,M2,92315.0,92339,50.0,24,0.7223606866441994,0.030098361943508307
