jobs_total,jobs_completed,carbon_kg,avg_jct_h,tail_jct_h,preemptions,avg_wait_h,starvation_penalty,policy,seed,noise_pct,congestion,capacity,dataset_track
250,217,71.84021982072163,1.105606758832565,5.466666666666663,63,1.1986666666666665,0.460685535106129,srtf,0,10.0,high,8,v1_clean
250,205,68.51424468456872,1.8418699186991867,6.533333333333329,403,2.187333333333333,0.40050518152735,q_v1,0,10.0,high,8,v1_clean
250,211,70.36908911796135,2.169036334913112,6.625,243,2.317,0.41414144119035895,q_v2,0,10.0,high,8,v1_clean
250,206,72.26839779758917,1.8329288025889967,6.375,319,2.068333333333333,0.38214283145278727,q_double_v2,0,10.0,high,8,v1_clean
160,91,52.084587282198534,3.9597069597069594,9.875,0,4.244791666666666,0.3456851378699202,fcfs,0,20.0,moderate,6,v1_clean
160,101,50.74519563820823,3.507425742574257,9.416666666666666,191,3.8416666666666663,0.3769320418459847,carbon,0,20.0,moderate,6,v1_clean
160,138,53.53629100696504,1.1853864734299515,5.554166666666672,41,1.2171875,0.4304154637540809,srtf,0,20.0,moderate,6,v1_clean
160,133,52.234859266239226,1.8220551378446115,7.049999999999997,329,1.9723958333333331,0.3867069230397305,q_v1,0,20.0,moderate,6,v1_clean
160,136,52.480090256677435,2.230392156862745,6.9375,175,2.2114583333333333,0.3892228114205978,q_v2,0,20.0,moderate,6,v1_clean
160,133,54.29240844335684,2.038220551378446,8.2,262,2.056770833333333,0.3548178333080833,q_double_v2,0,20.0,moderate,6,v1_clean
160,110,62.337717452926434,3.584090909090909,9.054166666666665,0,3.130208333333333,0.3233231561589347,fcfs,0,20.0,moderate,8,v1_clean
160,120,61.416707044806365,2.7152777777777777,7.195833333333331,232,2.7432291666666666,0.34201567145944023,carbon,0,20.0,moderate,8,v1_clean
160,141,64.20188480755625,1.2003546099290778,6.75,34,0.8333333333333333,0.3759411044566907,srtf,0,20.0,moderate,8,v1_clean
160,135,62.937389881665865,1.6697530864197527,7.374999999999998,351,1.3911458333333333,0.32199367761975806,q_v1,0,20.0,moderate,8,v1_clean
160,139,62.78838324627398,2.082134292565947,7.099999999999999,203,1.6848958333333333,0.32225678629072607,q_v2,0,20.0,moderate,8,v1_clean
160,134,64.84374754152438,1.6983830845771144,6.224999999999999,310,1.5552083333333333,0.33728457988178684,q_double_v2,0,20.0,moderate,8,v1_clean
250,99,53.49865552884686,4.1313131313131315,10.424999999999999,0,5.622,0.4301928560429124,fcfs,0,20.0,high,6,v1_clean
250,110,51.087836439018574,3.381060606060606,9.795833333333333,313,5.276666666666666,0.48829073973656356,carbon,0,20.0,high,6,v1_clean
250,210,56.23581255602481,1.1305555555555553,5.545833333333332,68,1.679,0.5378697606916196,srtf,0,20.0,high,6,v1_clean
250,198,53.141938955582866,2.167087542087542,7.049999999999993,366,2.814,0.4544043609965755,q_v1,0,20.0,high,6,v1_clean
250,201,54.70324929111705,2.4336650082918734,7.75,320,2.998333333333333,0.45724268688205655,q_v2,0,20.0,high,6,v1_clean
250,199,55.317113897279135,2.1536850921273034,7.083333333333333,360,2.797,0.4248044635246476,q_double_v2,0,20.0,high,6,v1_clean
250,126,69.04392485798284,3.5773809523809526,10.375,0,4.478333333333333,0.3461302483239176,fcfs,0,20.0,high,8,v1_clean
250,147,66.96269753712917,3.2800453514739227,9.725,298,3.986,0.410591964382329,carbon,0,20.0,high,8,v1_clean
250,217,71.08622802143273,1.105606758832565,5.466666666666663,63,1.1986666666666665,0.460685535106129,srtf,0,20.0,high,8,v1_clean
250,205,67.4795681236859,1.9808943089430888,6.38333333333333,496,2.270333333333333,0.41264950989059657,q_v1,0,20.0,high,8,v1_clean
250,212,69.74596735019195,2.2193396226415096,6.658333333333331,284,2.326,0.41352464454821114,q_v2,0,20.0,high,8,v1_clean
250,207,71.40168074224289,1.8663446054750399,6.641666666666665,368,2.0613333333333332,0.38095982848487575,q_double_v2,0,20.0,high,8,v1_clean
160,95,53.58201368976742,5.084210526315789,11.0,0,5.141145833333333,0.5079118993357599,fcfs,1,10.0,moderate,6,v1_clean
160,92,52.19819446030442,5.067028985507246,11.408333333333333,151,5.619270833333333,0.5554323785317095,carbon,1,10.0,moderate,6,v1_clean
160,144,57.210402234529106,1.362847222222222,8.208333333333327,47,1.5338541666666665,0.6320500417202983,srtf,1,10.0,moderate,6,v1_clean
160,136,54.65001475289062,2.591299019607843,10.104166666666666,311,2.8432291666666663,0.5205296321645831,q_v1,1,10.0,moderate,6,v1_clean
160,141,55.224294953790114,2.5927895981087463,8.916666666666666,231,2.7494791666666663,0.5444948526322526,q_v2,1,10.0,moderate,6,v1_clean
160,133,55.52103101043757,2.789473684210526,9.43333333333333,268,3.0848958333333334,0.5407586397247666,q_double_v2,1,10.0,moderate,6,v1_clean
160,112,71.35022894584445,3.5751488095238093,8.308333333333326,0,3.242708333333333,0.3650297972124354,fcfs,1,10.0,moderate,8,v1_clean
160,121,68.11591516953716,3.7920110192837457,9.583333333333332,144,3.4010416666666665,0.42010864732673586,carbon,1,10.0,moderate,8,v1_clean
160,149,70.32861888582885,1.4306487695749441,8.049999999999992,42,1.0,0.49547585176663705,srtf,1,10.0,moderate,8,v1_clean
160,148,69.73320027659298,2.1661036036036037,8.579166666666667,250,1.7171875,0.41576182028371916,q_v1,1,10.0,moderate,8,v1_clean
160,141,69.23788461770393,2.5851063829787226,8.583333333333332,225,2.0432291666666664,0.40983479006792983,q_v2,1,10.0,moderate,8,v1_clean
160,142,70.53280242753347,2.0082159624413145,7.1583333333333306,248,1.73125,0.4049069469993533,q_double_v2,1,10.0,moderate,8,v1_clean
250,102,57.58984565343536,6.4558823529411775,12.079166666666664,0,6.999666666666666,0.5791521353465651,fcfs,1,10.0,high,6,v1_clean
250,107,55.9264089570562,5.1347352024922115,14.966666666666658,211,6.776,0.5784103207037024,carbon,1,10.0,high,6,v1_clean
250,208,62.07678700553463,1.1782852564102564,5.0,64,2.2996666666666665,0.6908760041305713,srtf,1,10.0,high,6,v1_clean
250,191,56.43069299961747,2.7735602094240837,8.5,336,3.933333333333333,0.5890346092988148,q_v1,1,10.0,high,6,v1_clean
250,197,56.972937477187095,2.8616751269035534,9.216666666666663,151,3.9283333333333332,0.5856865133807051,q_v2,1,10.0,high,6,v1_clean
250,187,56.739953172134484,3.514705882352941,10.75,303,4.615666666666666,0.5693823268109253,q_double_v2,1,10.0,high,6,v1_clean
250,135,76.94735168263996,5.187037037037037,10.524999999999999,0,5.416666666666666,0.527626253335083,fcfs,1,10.0,high,8,v1_clean
250,134,72.40014121909007,4.555348258706467,12.279166666666665,257,5.443666666666666,0.5405977766363272,carbon,1,10.0,high,8,v1_clean
250,218,81.41878478090342,1.2041284403669725,6.370833333333327,66,1.7163333333333333,0.669646135567326,srtf,1,10.0,high,8,v1_clean
250,202,71.67110579829145,3.3791254125412538,8.495833333333332,347,3.876,0.5466225600283007,q_v1,1,10.0,high,8,v1_clean
250,212,79.57581227474675,2.4536163522012577,8.916666666666666,240,2.848,0.5683058198475716,q_v2,1,10.0,high,8,v1_clean
250,204,77.54343863982554,3.1111111111111107,10.320833333333331,399,3.456,0.5389598468488801,q_double_v2,1,10.0,high,8,v1_clean
160,95,52.79777863343012,5.084210526315789,11.0,0,5.141145833333333,0.5079118993357599,fcfs,1,20.0,moderate,6,v1_clean
160,93,50.53189049256121,4.390681003584228,11.083333333333332,300,5.228645833333333,0.5379487522435152,carbon,1,20.0,moderate,6,v1_clean
160,144,56.30852321975084,1.362847222222222,8.208333333333327,47,1.5338541666666665,0.6320500417202983,srtf,1,20.0,moderate,6,v1_clean
160,135,53.48203089622535,2.374691358024691,9.466666666666665,330,2.720833333333333,0.5101251803913829,q_v1,1,20.0,moderate,6,v1_clean
160,141,54.47740992507269,2.6252955082742315,8.25,235,2.7744791666666666,0.5414461689923018,q_v2,1,20.0,moderate,6,v1_clean
160,133,55.542563133814795,2.236842105263158,9.416666666666666,330,2.6255208333333333,0.5547605181762116,q_double_v2,1,20.0,moderate,6,v1_clean
160,112,70.12018915019537,3.5751488095238093,8.308333333333326,0,3.242708333333333,0.3650297972124354,fcfs,1,20.0,moderate,8,v1_clean
160,121,65.33454486879313,3.763085399449036,9.833333333333332,303,3.3765625,0.41551929773443763,carbon,1,20.0,moderate,8,v1_clean
160,149,69.16126900316839,1.4306487695749441,8.049999999999992,42,1.0,0.49547585176663705,srtf,1,20.0,moderate,8,v1_clean
160,148,68.17614334239254,2.0140765765765765,8.554166666666667,300,1.5760416666666666,0.42745806062700786,q_v1,1,20.0,moderate,8,v1_clean
160,141,67.74780674480397,2.520685579196217,8.583333333333332,236,1.9854166666666664,0.40431518073443784,q_v2,1,20.0,moderate,8,v1_clean
160,140,69.44587159158002,1.9875,7.2541666666666655,332,1.7734375,0.40388855728244466,q_double_v2,1,20.0,moderate,8,v1_clean
250,102,57.22372334761228,6.4558823529411775,12.079166666666664,0,6.999666666666666,0.5791521353465651,fcfs,1,20.0,high,6,v1_clean
250,108,55.71460123986611,4.86574074074074,13.804166666666665,344,6.627666666666666,0.5786692370834584,carbon,1,20.0,high,6,v1_clean
250,208,61.797346075468724,1.1782852564102564,5.0,64,2.2996666666666665,0.6908760041305713,srtf,1,20.0,high,6,v1_clean
250,190,54.33501094044552,3.3631578947368417,9.00833333333333,314,4.434,0.5916032629829207,q_v1,1,20.0,high,6,v1_clean
250,198,56.7473543154826,2.441498316498316,10.299999999999992,181,3.618,0.5925395796086659,q_v2,1,20.0,high,6,v1_clean
250,191,57.76963981030729,2.5719895287958114,8.125,340,3.8116666666666665,0.5745572332381719,q_double_v2,1,20.0,high,6,v1_clean
250,135,76.59199324283013,5.187037037037037,10.524999999999999,0,5.416666666666666,0.527626253335083,fcfs,1,20.0,high,8,v1_clean
250,136,72.15656707017303,4.499999999999999,12.1875,405,5.329333333333333,0.5454751423235996,carbon,1,20.0,high,8,v1_clean
250,218,80.96889824404208,1.2041284403669725,6.370833333333327,66,1.7163333333333333,0.669646135567326,srtf,1,20.0,high,8,v1_clean
250,205,77.02407987215771,2.50650406504065,9.933333333333328,463,2.941,0.5366050503372564,q_v1,1,20.0,high,8,v1_clean
250,212,79.2333955693361,2.420990566037736,8.620833333333332,311,2.8236666666666665,0.5520340478921653,q_v2,1,20.0,high,8,v1_clean
250,203,77.95009757691483,2.588259441707718,9.066666666666661,466,2.9946666666666664,0.542302150182386,q_double_v2,1,20.0,high,8,v1_clean
160,127,46.91540464454633,3.280839895013123,7.833333333333333,0,2.53125,0.39421524991527035,fcfs,2,10.0,moderate,6,v1_clean
160,139,46.046121972524496,3.1169064748201434,8.341666666666665,91,2.5578125,0.45716710704460617,carbon,2,10.0,moderate,6,v1_clean
160,151,48.25061725890938,0.9674392935982339,5.208333333333333,42,0.534375,0.5056701695182088,srtf,2,10.0,moderate,6,v1_clean
160,146,46.69741178935671,1.405821917808219,6.8125,190,1.0567708333333332,0.3588258665246861,q_v1,2,10.0,moderate,6,v1_clean
160,146,47.60702666604375,1.7973744292237441,6.666666666666666,368,1.403125,0.4007237042568572,q_v2,2,10.0,moderate,6,v1_clean
160,146,47.227042700974295,1.3219178082191778,6.0,311,0.9401041666666666,0.3586392398319964,q_double_v2,2,10.0,moderate,6,v1_clean
160,154,58.59896945189311,1.6331168831168827,5.195833333333333,0,0.8182291666666666,0.12467812222107903,fcfs,2,10.0,moderate,8,v1_clean
160,154,57.90677363257056,1.8885281385281385,5.87083333333333,37,1.0640625,0.21031775445149642,carbon,2,10.0,moderate,8,v1_clean
160,153,56.79168697502778,0.8948801742919389,4.500000000000002,23,0.2125,0.17867305341263673,srtf,2,10.0,moderate,8,v1_clean
160,154,57.38414460602754,1.168290043290043,4.974999999999999,127,0.3796875,0.12926613317238317,q_v1,2,10.0,moderate,8,v1_clean
160,154,57.94760757400756,1.5108225108225106,5.279166666666666,167,0.7026041666666666,0.13534658057767204,q_v2,2,10.0,moderate,8,v1_clean
160,154,57.41117759845085,1.1369047619047619,4.75833333333333,106,0.34479166666666666,0.13514531860886028,q_double_v2,2,10.0,moderate,8,v1_clean
250,138,57.48206220146138,4.911835748792271,12.287500000000001,0,5.238333333333333,0.4948908417342972,fcfs,2,10.0,high,6,v1_clean
250,152,52.63498141176304,5.231907894736842,13.083333333333332,145,5.389666666666666,0.5442110315778578,carbon,2,10.0,high,6,v1_clean
250,224,58.271676753712455,1.1651785714285714,5.283333333333331,60,1.4346666666666665,0.5861372846286454,srtf,2,10.0,high,6,v1_clean
250,217,57.23864958995723,1.8552227342549923,7.516666666666666,223,2.158333333333333,0.5361901785291865,q_v1,2,10.0,high,6,v1_clean
250,218,58.45366171883175,2.654816513761468,8.620833333333326,271,2.851333333333333,0.5407494851738955,q_v2,2,10.0,high,6,v1_clean
250,215,57.725754446955165,2.20891472868217,9.25,342,2.498,0.48105903436306185,q_double_v2,2,10.0,high,6,v1_clean
250,184,71.93852289361911,4.722826086956521,9.962499999999999,0,3.847,0.46389721605707074,fcfs,2,10.0,high,8,v1_clean
250,201,67.535796615808,4.770315091210613,11.166666666666666,154,3.954,0.49808047169986047,carbon,2,10.0,high,8,v1_clean
250,231,73.0493573924878,1.0313852813852813,4.625,64,0.8503333333333333,0.5440783259419428,srtf,2,10.0,high,8,v1_clean
250,212,71.27481017949945,1.745283018867924,7.112499999999997,240,1.489,0.4548540742567187,q_v1,2,10.0,high,8,v1_clean
250,228,72.96298922005818,2.2141812865497075,7.216666666666659,359,1.912,0.47839204973066285,q_v2,2,10.0,high,8,v1_clean
250,225,73.41926563433532,1.374074074074074,6.38333333333333,397,1.2766666666666666,0.47488215091275493,q_double_v2,2,10.0,high,8,v1_clean
160,127,46.91274322572629,3.280839895013123,7.833333333333333,0,2.53125,0.39421524991527035,fcfs,2,20.0,moderate,6,v1_clean
160,139,45.49821026142456,2.925659472422062,8.083333333333332,168,2.450520833333333,0.45541928656160313,carbon,2,20.0,moderate,6,v1_clean
160,151,48.26651065738141,0.9674392935982339,5.208333333333333,42,0.534375,0.5056701695182088,srtf,2,20.0,moderate,6,v1_clean
160,146,46.823263270714634,1.384703196347032,6.541666666666666,257,1.0125,0.33994014817431345,q_v1,2,20.0,moderate,6,v1_clean
160,146,47.373458291387294,1.7243150684931505,6.166666666666666,375,1.3390625,0.39699855050769,q_v2,2,20.0,moderate,6,v1_clean
160,146,47.236887269364765,1.283675799086758,5.8125,294,0.9203125,0.35572552545994873,q_double_v2,2,20.0,moderate,6,v1_clean
160,154,58.59410109467935,1.6331168831168827,5.195833333333333,0,0.8182291666666666,0.12467812222107903,fcfs,2,20.0,moderate,8,v1_clean
160,154,57.477530768152654,1.8647186147186146,5.308333333333332,73,1.0427083333333331,0.19377781415801623,carbon,2,20.0,moderate,8,v1_clean
160,153,56.87417013191033,0.8948801742919389,4.500000000000002,23,0.2125,0.17867305341263673,srtf,2,20.0,moderate,8,v1_clean
160,154,57.286804309412055,1.1428571428571428,4.808333333333332,172,0.3536458333333333,0.11953378836804077,q_v1,2,20.0,moderate,8,v1_clean
160,154,57.55249239560242,1.4383116883116882,4.529166666666666,208,0.6348958333333333,0.16073909091776842,q_v2,2,20.0,moderate,8,v1_clean
160,154,57.30663546663933,1.1244588744588744,4.75833333333333,97,0.3328125,0.15495013763242926,q_double_v2,2,20.0,moderate,8,v1_clean
250,138,57.31013802805696,4.911835748792271,12.287500000000001,0,5.238333333333333,0.4948908417342972,fcfs,2,20.0,high,6,v1_clean
250,152,52.6172212976806,5.161732456140351,12.666666666666666,221,5.368333333333333,0.5456631217819243,carbon,2,20.0,high,6,v1_clean
250,224,58.08441709058427,1.1651785714285714,5.283333333333331,60,1.4346666666666665,0.5861372846286454,srtf,2,20.0,high,6,v1_clean
250,218,57.317980859035245,1.7213302752293578,8.0,283,2.0226666666666664,0.5372922144702108,q_v1,2,20.0,high,6,v1_clean
250,218,58.24560558260921,2.563073394495413,8.679166666666664,343,2.771,0.5410080217616087,q_v2,2,20.0,high,6,v1_clean
250,215,57.88952056609228,2.174031007751938,8.408333333333328,415,2.468,0.4784053797859301,q_double_v2,2,20.0,high,6,v1_clean
250,184,71.65190254513182,4.722826086956521,9.962499999999999,0,3.847,0.46389721605707074,fcfs,2,20.0,high,8,v1_clean
250,202,66.64011738990816,4.637376237623762,11.083333333333332,241,3.8416666666666663,0.4918074229082909,carbon,2,20.0,high,8,v1_clean
250,231,72.79253309523257,1.0313852813852813,4.625,64,0.8503333333333333,0.5440783259419428,srtf,2,20.0,high,8,v1_clean
250,226,71.62382888965816,1.5542035398230087,7.5,495,1.3643333333333332,0.48681651362425893,q_v1,2,20.0,high,8,v1_clean
250,228,72.51310734134668,2.156067251461988,7.662499999999994,417,1.859,0.48163105249782734,q_v2,2,20.0,high,8,v1_clean
250,225,72.29080868449226,1.5455555555555553,6.733333333333332,475,1.354,0.4751385979265823,q_double_v2,2,20.0,high,8,v1_clean
160,151,55.73877711849106,2.088300220750552,4.958333333333333,0,1.2302083333333331,0.17192673964523872,fcfs,3,10.0,moderate,6,v1_clean
160,152,53.452330217959215,1.8026315789473684,5.75,73,1.0916666666666666,0.3488508651677329,carbon,3,10.0,moderate,6,v1_clean
160,153,52.06811934289991,0.9025054466230935,3.7833333333333337,43,0.2802083333333333,0.3391240077437995,srtf,3,10.0,moderate,6,v1_clean
160,153,52.92699070848767,1.0762527233115469,4.416666666666666,116,0.4197916666666666,0.2997517143350479,q_v1,3,10.0,moderate,6,v1_clean
160,152,53.274451300557956,1.4002192982456139,4.5749999999999975,173,0.7333333333333333,0.2666292571538798,q_v2,3,10.0,moderate,6,v1_clean
160,149,52.98948217959858,1.131991051454139,4.266666666666666,87,0.4958333333333333,0.22033656391039977,q_double_v2,3,10.0,moderate,6,v1_clean
160,156,58.55954198324116,1.0945512820512822,3.708333333333333,0,0.25885416666666666,0.0,fcfs,3,10.0,moderate,8,v1_clean
160,156,57.559136029689455,1.1511752136752136,4.416666666666666,36,0.3145833333333333,0.08097707216483016,carbon,3,10.0,moderate,8,v1_clean
160,156,57.158634639263575,0.9129273504273504,3.833333333333333,21,0.08385416666666666,0.06159336419753086,srtf,3,10.0,moderate,8,v1_clean
160,156,57.83240431963318,1.002136752136752,3.833333333333333,37,0.16927083333333331,0.03463197610353183,q_v1,3,10.0,moderate,8,v1_clean
160,156,57.81993652762242,1.034722222222222,3.708333333333333,68,0.20052083333333331,0.04525738536155203,q_v2,3,10.0,moderate,8,v1_clean
160,156,58.10959960475034,0.9935897435897436,3.645833333333333,56,0.16041666666666665,0.03471782846782847,q_double_v2,3,10.0,moderate,8,v1_clean
250,129,58.86047887805377,5.087855297157622,13.716666666666667,0,5.697666666666666,0.5582546657761179,fcfs,3,10.0,high,6,v1_clean
250,127,54.72594749350579,4.578083989501312,16.09166666666666,92,6.283333333333333,0.5820070245608635,carbon,3,10.0,high,6,v1_clean
250,231,62.01721696836456,1.229076479076479,6.041666666666666,62,1.3063333333333333,0.6626274831351857,srtf,3,10.0,high,6,v1_clean
250,216,59.473942777607185,1.6701388888888888,7.520833333333333,324,2.0576666666666665,0.5726197859163691,q_v1,3,10.0,high,6,v1_clean
250,226,59.635686550825945,2.5696902654867255,7.729166666666666,240,2.7586666666666666,0.5710222295180616,q_v2,3,10.0,high,6,v1_clean
250,216,61.39439647519711,1.650077160493827,6.354166666666666,363,2.0276666666666667,0.5508664269006543,q_double_v2,3,10.0,high,6,v1_clean
250,173,78.27479897757266,5.122350674373795,11.41666666666667,0,4.276,0.5260077446741321,fcfs,3,10.0,high,8,v1_clean
250,173,72.13257455516742,4.420520231213873,14.15,120,4.139,0.5645612715408069,carbon,3,10.0,high,8,v1_clean
250,236,79.93880405446174,0.95409604519774,4.520833333333333,70,0.737,0.6102296854573223,srtf,3,10.0,high,8,v1_clean
250,226,77.75945299616083,1.4115044247787611,6.166666666666666,479,1.3326666666666664,0.5023359636352063,q_v1,3,10.0,high,8,v1_clean
250,231,78.10697578821629,2.053030303030303,5.916666666666666,383,1.849,0.5146588796356878,q_v2,3,10.0,high,8,v1_clean
250,229,78.89305278290975,1.485443959243086,5.899999999999999,404,1.291,0.5024336309110891,q_double_v2,3,10.0,high,8,v1_clean
160,151,55.63669206364645,2.088300220750552,4.958333333333333,0,1.2302083333333331,0.17192673964523872,fcfs,3,20.0,moderate,6,v1_clean
160,151,53.44205270084106,1.703090507726269,5.833333333333333,144,1.0197916666666667,0.3260372709563405,carbon,3,20.0,moderate,6,v1_clean
160,153,51.998919082160725,0.9025054466230935,3.7833333333333337,43,0.2802083333333333,0.3391240077437995,srtf,3,20.0,moderate,6,v1_clean
160,153,52.71867208842591,1.0408496732026142,4.000000000000002,141,0.3875,0.28762225995681884,q_v1,3,20.0,moderate,6,v1_clean
160,152,52.87916298033105,1.3601973684210527,4.299999999999992,195,0.6994791666666667,0.2762834439317204,q_v2,3,20.0,moderate,6,v1_clean
160,146,53.1756041400128,1.1797945205479452,4.333333333333333,97,0.5213541666666666,0.15537518519289362,q_double_v2,3,20.0,moderate,6,v1_clean
160,156,58.55470402742192,1.0945512820512822,3.708333333333333,0,0.25885416666666666,0.0,fcfs,3,20.0,moderate,8,v1_clean
160,156,57.41468661776979,1.1266025641025639,3.958333333333333,75,0.290625,0.06817093835363314,carbon,3,20.0,moderate,8,v1_clean
160,156,57.0872857574458,0.9129273504273504,3.833333333333333,21,0.08385416666666666,0.06159336419753086,srtf,3,20.0,moderate,8,v1_clean
160,156,57.83184534288072,0.9893162393162392,3.833333333333333,65,0.15677083333333333,0.039564997117080454,q_v1,3,20.0,moderate,8,v1_clean
160,156,57.53067079574629,1.0416666666666665,3.708333333333333,95,0.20729166666666665,0.042818519951840384,q_v2,3,20.0,moderate,8,v1_clean
160,156,58.15313608513968,0.9754273504273504,3.645833333333333,54,0.14270833333333333,0.0294145091020091,q_double_v2,3,20.0,moderate,8,v1_clean
250,129,59.14581768259456,5.087855297157622,13.716666666666667,0,5.697666666666666,0.5582546657761179,fcfs,3,20.0,high,6,v1_clean
250,125,55.19037983872505,4.742666666666666,15.966666666666667,211,6.325666666666666,0.5820895812189418,carbon,3,20.0,high,6,v1_clean
250,231,62.3768287192943,1.229076479076479,6.041666666666666,62,1.3063333333333333,0.6626274831351857,srtf,3,20.0,high,6,v1_clean
250,215,59.52083135246591,1.6263565891472866,7.274999999999999,432,2.096,0.5748986865528262,q_v1,3,20.0,high,6,v1_clean
250,225,59.566134655625255,2.672592592592592,8.466666666666663,300,2.9076666666666666,0.580611872138067,q_v2,3,20.0,high,6,v1_clean
250,219,61.79148936819938,1.528919330289193,5.8666666666666645,410,1.896,0.5553462495536368,q_double_v2,3,20.0,high,6,v1_clean
250,173,78.69132865748954,5.122350674373795,11.41666666666667,0,4.276,0.5260077446741321,fcfs,3,20.0,high,8,v1_clean
250,173,71.89038245553188,4.33766859344894,14.116666666666665,281,4.127,0.5646404185593354,carbon,3,20.0,high,8,v1_clean
250,236,80.40455532127382,0.95409604519774,4.520833333333333,70,0.737,0.6102296854573223,srtf,3,20.0,high,8,v1_clean
250,226,78.1971315421664,1.450221238938053,6.083333333333333,552,1.3016666666666665,0.5011895132310891,q_v1,3,20.0,high,8,v1_clean
250,231,78.61379989266665,1.8715728715728712,5.333333333333333,397,1.693,0.5246952601887721,q_v2,3,20.0,high,8,v1_clean
250,229,78.71993623450582,1.425764192139738,5.5333333333333306,480,1.2363333333333333,0.5111334523562092,q_double_v2,3,20.0,high,8,v1_clean
160,95,41.899309313012914,1.82719298245614,6.6083333333333325,0,2.2453125,0.1828569724857537,fcfs,4,10.0,moderate,6,v1_clean
160,113,46.644995392700864,1.5486725663716814,4.983333333333332,94,1.75625,0.1910144620812252,carbon,4,10.0,moderate,6,v1_clean
160,146,44.46119545618272,0.8047945205479452,4.604166666666666,44,0.60625,0.2576845675066295,srtf,4,10.0,moderate,6,v1_clean
160,140,43.11732354962759,1.0910714285714285,5.36249999999999,163,1.0114583333333331,0.2164859389278035,q_v1,4,10.0,moderate,6,v1_clean
160,142,43.951131007802374,1.3550469483568075,5.062499999999995,130,1.2385416666666667,0.2091034364813923,q_v2,4,10.0,moderate,6,v1_clean
160,139,45.08875238392788,1.079736211031175,4.9499999999999975,162,1.0109375,0.19743016868149335,q_double_v2,4,10.0,moderate,6,v1_clean
160,114,47.311533553583125,2.198099415204678,6.279166666666666,0,1.8458333333333332,0.17305844402866954,fcfs,4,10.0,moderate,8,v1_clean
160,135,51.46884268987567,1.1814814814814814,4.908333333333332,103,1.0286458333333333,0.1718091733902778,carbon,4,10.0,moderate,8,v1_clean
160,150,49.000460189161885,0.88,4.795833333333332,34,0.41666666666666663,0.2288376457647291,srtf,4,10.0,moderate,8,v1_clean
160,142,48.43527252354983,1.0809859154929577,6.166666666666666,219,0.7427083333333333,0.19021919203413748,q_v1,4,10.0,moderate,8,v1_clean
