jobs_total,jobs_completed,carbon_kg,avg_jct_h,tail_jct_h,preemptions,avg_wait_h,starvation_penalty,policy,noise_pct,congestion,capacity,seed,dirty_quantile,guard_budget_per_hour,carbon_per_completed_job,preempt_per_completed_job,n_carbon,n_avg_jct,n_tail_jct,n_preempt,n_starvation,overall_score
240,172,65.13721259891797,2.564922480620155,7.39166666666666,303,2.435416666666667,,ecovisor_proxy,15.0,high,8,0,,,0.3787047244123138,1.7616279069767442,0.2821386376429972,0.5386438450512443,0.5655913978494618,0.5301450754538165,,
240,198,67.46816367913088,1.4225589225589224,6.491666666666655,578,1.6444444444444444,,gaia_proxy,15.0,high,8,0,,,0.34074830140975193,2.919191919191919,0.043351197542017265,0.10965521696167073,0.4107526881720415,0.8785028973116747,,
150,92,51.275749346608535,3.5724637681159415,9.158333333333333,0,3.7088888888888882,0.3348554629117952,fcfs,20.0,moderate,6,0,0.9,,0.557345101593571,0.0,1.0,1.0,1.0,0.0,0.0,0.8
150,100,49.73108614143201,3.3891666666666658,9.004166666666666,176,3.4566666666666666,0.3670720972703001,carbon,20.0,moderate,6,0,0.9,,0.49731086141432007,1.76,0.6433007865503988,0.9202964766542534,0.9566744730679159,0.42944000000000004,0.4514437288060576,0.7346526619503919
150,132,52.877224193113975,1.2727272727272727,6.558333333333327,42,1.0688888888888888,0.4062190289617853,srtf,20.0,moderate,6,0,0.9,,0.40058503176601495,0.3181818181818182,0.06859496445963827,0.0,0.2693208430913364,0.07763636363636364,1.0,0.18563604254277705
150,130,52.63620413891205,1.672435897435897,7.245833333333331,153,1.527222222222222,0.37453141364949577,q_overall,20.0,moderate,6,0,0.9,,0.4048938779916311,1.176923076923077,0.09419638882952273,0.1738062710706651,0.4625292740046855,0.2871692307692308,0.5559692842410315,0.25324001015996256
150,130,52.24639589074867,1.926923076923077,6.887499999999999,215,1.7444444444444442,0.36165169054583823,q_overall_guarded,20.0,moderate,6,0,0.9,,0.401895353005759,1.6538461538461537,0.07638036416133305,0.28446554877377,0.36182669789227423,0.40353846153846157,0.3754889100591233,0.2481175913881224
150,131,52.28531365999022,1.8625954198473282,6.875,196,1.6366666666666667,0.36276286589595697,q_overall_guarded_budget,20.0,moderate,6,0,0.9,4.0,0.39912453175565055,1.4961832061068703,0.05991726314477807,0.2564937975732582,0.35831381733021356,0.3650687022900764,0.39105953540231814,0.23237007872926901
150,122,52.220435796052406,1.2855191256830603,5.5999999999999845,500,1.9044444444444442,,las_proxy,20.0,moderate,6,0,,,0.42803635898403614,4.098360655737705,0.2316996660029429,0.005562312456856347,0.0,1.0,,
150,112,49.29937355680541,2.486607142857143,7.345833333333326,254,2.225,,ecovisor_proxy,20.0,moderate,6,0,,,0.4401729781857626,2.267857142857143,0.3038105565591858,0.5278343290911324,0.49063231850117117,0.5533571428571429,,
150,128,49.79714051834516,1.589192708333333,6.549999999999996,418,1.5888888888888888,,gaia_proxy,20.0,moderate,6,0,,,0.38904016029957156,3.265625,0.0,0.1376094331853336,0.26697892271662976,0.7968125,,
150,113,61.612643002235174,3.3893805309734515,8.283333333333331,0,2.57,0.3056296224985914,fcfs,20.0,moderate,8,0,0.9,,0.5452446283383644,0.0,1.0,1.0,1.0,0.0,0.0,0.8
150,123,60.31445804407646,2.7161246612466123,7.524999999999995,225,2.3366666666666664,0.3363577226731506,carbon,20.0,moderate,8,0,0.9,,0.49036144751281674,1.829268292682927,0.35386193496505414,0.7117675973458198,0.7704918032786875,0.3595753586241011,0.40619616975659806,0.5324690900680313
150,134,63.461313330804416,1.1629353233830844,6.7374999999999945,35,0.6777777777777777,0.3812780467389583,srtf,20.0,moderate,8,0,0.9,,0.4735918905283912,0.26119402985074625,0.15643443644138652,0.046820561962530205,0.5321563682219407,0.05134235220155075,1.0,0.27802270210966107
150,133,62.0260450382165,1.7211779448621551,7.366666666666658,256,1.202222222222222,0.31090991305170257,q_overall,20.0,moderate,8,0,0.9,,0.4663612408888459,1.9248120300751879,0.07130821203591908,0.2858138174066517,0.7225725094577533,0.3783561868790541,0.0698004037246497,0.28574148951615563
150,133,61.734536093608575,1.738721804511278,7.249999999999989,272,1.2177777777777776,0.30587884008415395,q_overall_guarded,20.0,moderate,8,0,0.9,,0.46416944431284646,2.045112781954887,0.045504255755249835,0.2933246450813455,0.6872635561160123,0.402003448558995,0.003294418728018674,0.26724014873657764
150,133,61.72815246691517,1.743734335839599,7.349999999999991,276,1.222222222222222,0.3087562398947647,q_overall_guarded_budget,20.0,moderate,8,0,0.9,4.0,0.4641214471196629,2.075187969924812,0.044939186219114476,0.29547059584554375,0.7175283732660759,0.40791526397898026,0.04133089919016334,0.27802665510820557
150,126,62.682157490737936,1.0535714285714284,4.979166666666666,641,1.2205555555555554,,las_proxy,20.0,moderate,8,0,,,0.49747744040268205,5.087301587301587,0.4376383088467901,0.0,0.0,1.0,,
150,118,59.48416908241675,2.0854519774011298,6.55833333333332,212,1.566111111111111,,ecovisor_proxy,20.0,moderate,8,0,,,0.5041031278170911,1.7966101694915255,0.5156423308636744,0.441765788038316,0.47793190416140874,0.3531558211481002,,
150,131,60.29986301016586,1.4942748091603055,6.416666666666666,507,1.1438888888888887,,gaia_proxy,20.0,moderate,8,0,,,0.46030429778752563,3.8702290076335877,0.0,0.1886726873937091,0.43505674653215654,0.7607626442462279,,
240,104,52.74988713851792,4.153044871794871,10.654166666666665,0,5.333333333333333,0.4132377327218329,fcfs,20.0,high,6,0,0.9,,0.50721045325498,0.0,1.0,1.0,1.0,0.0,0.0,0.8
240,110,50.89587816668427,3.3121212121212116,9.295833333333333,308,5.01875,0.468512677033917,carbon,20.0,high,6,0,0.9,,0.4626898015153115,2.8,0.8132469560369777,0.7249173774077933,0.7517136329017524,0.8783362218370883,0.500475508108187,0.7540896785397685
240,203,54.927058186385054,1.0960591133004927,5.1833333333333185,67,1.5722222222222222,0.523682586499044,srtf,20.0,high,6,0,0.9,,0.27057664131224163,0.33004926108374383,0.007380104332479593,0.0,0.0,0.10353365035729226,1.0,0.11293640155209708
240,196,53.65458148088795,1.9647108843537413,6.854166666666666,339,2.475694444444444,0.4843604040466,q_overall,20.0,high,6,0,0.9,,0.2737478646984079,1.7295918367346939,0.02068259648637551,0.2841530316716541,0.3054074638233073,0.542558271142079,0.6439654623314138,0.2580110328001557
240,198,53.22582040702741,1.9057239057239053,7.31249999999999,317,2.3586805555555554,0.4765443778501509,q_overall_guarded,20.0,high,6,0,0.9,,0.26881727478296674,1.601010101010101,0.0,0.2648572340167484,0.38918507235338917,0.502223272587224,0.5731968757550254,0.2515933378090899
240,197,53.33827450584385,1.9310490693739424,6.766666666666666,327,2.4114583333333335,0.47591360155329165,q_overall_guarded_budget,20.0,high,6,0,0.9,4.0,0.27075266246621243,1.6598984771573604,0.00811846922655508,0.27314159176348196,0.28941355674029123,0.5206960560926901,0.5674856427252669,0.23782774340001872
240,181,55.53095071833474,1.6095764272559852,5.25,577,2.800347222222222,,las_proxy,20.0,high,6,0,,,0.30680083269798203,3.1878453038674035,0.1593315637572845,0.16798158530133592,0.012185833968014873,1.0,,
240,162,50.27920405586234,3.12037037037037,8.5,326,3.290972222222222,,ecovisor_proxy,20.0,high,6,0,,,0.31036545713495267,2.0123456790123457,0.1742842753231866,0.6621919161530173,0.6062452399086075,0.6312557502621049,,
240,192,52.779238741598526,1.439236111111111,6.0749999999999975,529,2.103125,,gaia_proxy,20.0,high,6,0,,,0.27489186844582564,2.7552083333333335,0.02548140723570258,0.11225992690906066,0.16298552932216484,0.8642854563835933,,
240,138,67.47607887132665,3.7934782608695645,9.916666666666666,0,4.073611111111111,0.33979149500662814,fcfs,20.0,high,8,0,0.9,,0.488957093270483,0.0,1.0,1.0,1.0,0.0,0.0,0.8
240,155,66.21689432668339,3.3672043010752684,9.416666666666666,334,3.587847222222222,0.41175748539399654,carbon,20.0,high,8,0,0.9,,0.42720576984957026,2.1548387096774193,0.6080048219787344,0.8399225186132354,0.913978494623656,0.6484781069875619,0.7697979877592307,0.7474056257452765
240,210,69.9450422088982,1.1305555555555555,5.841666666666663,61,1.0888888888888888,0.4332783467933558,srtf,20.0,high,8,0,0.9,,0.3330716295661819,0.2904761904761905,0.0104446882995751,0.0,0.2989247311827957,0.08741603224361846,1.0,0.1721821903657723
240,204,68.89402518466957,1.6952614379084963,6.820833333333333,282,1.7979166666666666,0.4044191767183887,q_overall,20.0,high,8,0,0.9,,0.3377158097287724,1.3823529411764706,0.039925776780683854,0.21206243847259967,0.4673835125448033,0.41600590079291905,0.6913023647346281,0.27119716055310467
240,205,67.94238518831827,1.7150406504065037,6.5,262,1.7774305555555554,0.40905611043313067,q_overall_guarded,20.0,high,8,0,0.9,,0.33142626921130863,1.278048780487805,0.0,0.21949007144840363,0.41218637992831597,0.38461656089915136,0.7409022135488793,0.24986167129256717
240,204,67.96796022772311,1.776143790849673,6.8666666666666645,284,1.8663194444444442,0.40324486848425195,q_overall_guarded_budget,20.0,high,8,0,0.9,4.0,0.3331762756260937,1.392156862745098,0.011108977720625008,0.24243596481633156,0.4752688172043012,0.4189562972524433,0.6787411519898062,0.2693206417713868
240,192,69.36388401199989,1.2508680555555556,4.104166666666662,638,1.9881944444444444,,las_proxy,20.0,high,8,0,,,0.3612702292291661,3.3229166666666665,0.1894483838073935,0.04518062043630099,0.0,1.0,,
240,172,64.45189975182353,2.5562015503875966,7.362499999999997,354,2.4291666666666667,,ecovisor_proxy,20.0,high,8,0,,,0.37472034739432286,2.058139534883721,0.27482924971402034,0.5353688982361695,0.5605734767025089,0.6193774148866371,,
240,200,66.83820191382831,1.45125,6.179166666666662,582,1.58125,,gaia_proxy,20.0,high,8,0,,,0.33419100956914155,2.91,0.01755047226055505,0.12042949793641436,0.35698924731182774,0.8757366771159876,,
150,94,53.09649644370867,4.947695035460993,10.587499999999999,0,4.847222222222221,0.4877436956539929,fcfs,15.0,moderate,6,1,0.9,,0.5648563451458369,0.0,1.0,0.9988177901900972,0.868713259307642,0.0,0.0,0.7734470994090527
150,92,51.67784788171665,4.9519927536231885,11.241666666666667,205,5.241111111111111,0.5500066256757997,carbon,15.0,moderate,6,1,0.9,,0.5617157378447463,2.2282608695652173,0.9811364363147616,1.0,0.9712606139777925,0.427054633425173,0.6026117225496088,0.8906165111032033
150,135,55.296077057524236,1.3166666666666667,8.049999999999999,48,1.4494444444444443,0.5910654992166197,srtf,15.0,moderate,6,1,0.9,,0.4096005707964758,0.35555555555555557,0.06748061563662597,0.0,0.4709340300457218,0.06814356860724713,1.0,0.22461937834268816
150,134,54.55241569533476,2.220771144278607,8.316666666666663,237,2.2488888888888887,0.5332285262009957,q_overall,15.0,moderate,6,1,0.9,,0.40710757981593104,1.7686567164179106,0.05250685750013426,0.2486996918531873,0.5127367733507507,0.3389697570878221,0.440224899088535,0.2610191433761297
150,133,53.292799170952556,2.6146616541353382,8.466666666666663,269,2.6644444444444444,0.5286695763490944,q_overall_guarded,15.0,moderate,6,1,0.9,,0.40069773812746284,2.0225563909774436,0.014007151771014291,0.3570504973751466,0.5362508164598299,0.38763059116105564,0.3961011062906482,0.279788460500778
150,134,53.38100086345582,2.6349502487562186,8.75,287,2.618888888888889,0.5280232621088145,q_overall_guarded_budget,15.0,moderate,6,1,0.9,4.0,0.39836567808549117,2.1417910447761193,0.0,0.36263145328820084,0.5806662312214241,0.41048236406837524,0.38984575439013486,0.28682392141218604
150,124,55.797818907528494,1.3514784946236558,5.045833333333332,647,2.4616666666666664,,las_proxy,15.0,moderate,6,1,,,0.44998241054458465,5.217741935483871,0.3100277833614819,0.009575984966491249,0.0,1.0,,
150,110,49.771316778667256,3.7477272727272726,11.424999999999999,251,3.420555555555555,,ecovisor_proxy,15.0,moderate,6,1,,,0.45246651616970235,2.2818181818181817,0.3249481730084121,0.6687324734865472,1.0,0.43731909512435013,,
150,126,53.150591186177905,1.8366402116402116,8.0,494,2.3016666666666667,,gaia_proxy,15.0,moderate,6,1,,,0.4218300887791897,3.9206349206349205,0.14093529149711248,0.14303353606687438,0.463096015676029,0.751404528838841,,
150,110,68.70075302674599,3.6409090909090915,8.0,0,3.0588888888888888,0.35920720319972704,fcfs,15.0,moderate,8,1,0.9,,0.6245523002431453,0.0,1.0,1.0,0.45392491467577273,0.0,0.0,0.6907849829351546
150,121,65.61964062962502,3.5309917355371896,8.25,205,3.0888888888888886,0.39466861819102816,carbon,15.0,moderate,8,1,0.9,,0.5423110795836779,1.6942148760330578,0.4085847172310487,0.9520361841471366,0.6587030716723581,0.27639121887961465,0.3103080116142674,0.571424234451511
150,140,67.96915604681891,1.4065476190476187,7.445833333333323,43,0.9022222222222221,0.4734853193425417,srtf,15.0,moderate,8,1,0.9,,0.4854939717629922,0.30714285714285716,0.0,0.025008363579207965,0.0,0.050106742572496005,1.0,0.1112627651520516
150,135,67.78247615776318,2.119753086419753,8.0,304,1.5838888888888887,0.36914718488086434,q_overall,15.0,moderate,8,1,0.9,,0.502092415983431,2.251851851851852,0.11936317947909036,0.33622450944216564,0.45392491467577273,0.36736312900696466,0.08698062250794539,0.2620525982648686
150,136,66.41713260333606,2.376225490196078,8.1875,397,1.8527777777777776,0.37841527701719324,q_overall_guarded,15.0,moderate,8,1,0.9,,0.48836126914217687,2.9191176470588234,0.0206193861994674,0.4481394577635431,0.6075085324232118,0.4762196908651381,0.1680818206126329,0.3051835072431188
150,136,66.41713260333606,2.376225490196078,8.1875,397,1.8527777777777776,0.37841527701719324,q_overall_guarded_budget,15.0,moderate,8,1,0.9,4.0,0.48836126914217687,2.9191176470588234,0.0206193861994674,0.4481394577635431,0.6075085324232118,0.4762196908651381,0.1680818206126329,0.3051835072431188
150,131,68.95208875984338,1.349236641221374,7.833333333333333,803,1.547222222222222,,las_proxy,15.0,moderate,8,1,,,0.5263518225942243,6.129770992366412,0.2938180781963266,0.0,0.31740614334471556,1.0,,
150,125,63.60719772599094,2.82,8.666666666666666,166,2.1266666666666665,,ecovisor_proxy,15.0,moderate,8,1,,,0.5088575818079275,1.328,0.16801302230718126,0.6417860279199343,1.0,0.21664757160647574,,
150,131,65.6406133640316,1.713740458015267,8.333333333333332,604,1.6444444444444444,,gaia_proxy,15.0,moderate,8,1,,,0.5010733844582564,4.6106870229007635,0.11203509250787373,0.15905580958725726,0.7269624573378857,0.7521793275217933,,
240,103,58.22882045961548,5.805825242718447,10.824999999999998,0,6.563888888888888,0.5723706890625984,fcfs,15.0,high,6,1,0.9,,0.5653283539768493,0.0,1.0,1.0,0.49017857142857124,0.0,0.0,0.6980357142857142
240,108,55.43776856069018,5.169753086419752,15.583333333333332,205,6.610416666666667,0.576493148870733,carbon,15.0,high,6,1,0.9,,0.5133126718582424,1.8981481481481481,0.8095750542727855,0.8619405835715769,1.0,0.4992157833911177,0.03830615979277932,0.752588609206759
240,201,62.58574944765488,1.1985903814262022,6.25,63,2.2170138888888884,0.6799894070556173,srtf,15.0,high,6,1,0.9,,0.311371887799278,0.31343283582089554,0.0702871841867077,0.0,0.0,0.08243330154576302,1.0,0.132843844619924
240,192,56.61439136065393,2.999131944444444,8.537499999999998,243,3.894097222222222,0.5763222107739252,q_overall,15.0,high,6,1,0.9,,0.29486662167007255,1.265625,0.009862822170259892,0.39080741859841356,0.2450892857142855,0.33286125557206536,0.03671779208132896,0.18712960431739087
240,192,56.09712660418229,2.9149305555555554,8.287499999999998,253,3.903125,0.5773693421722684,q_overall_guarded,15.0,high,6,1,0.9,,0.29217253439678276,1.3177083333333333,0.0,0.3725315131097856,0.21830357142857124,0.34655924962852896,0.04644780390335375,0.17609429791634892
240,192,56.294660498658466,2.885850694444444,8.408333333333331,255,3.879861111111111,0.5766599886127758,q_overall_guarded_budget,15.0,high,6,1,0.9,4.0,0.2932013567638462,1.328125,0.0037664303423777315,0.36621973131732133,0.23124999999999982,0.3492988484398217,0.039856445330037,0.17803871282614836
240,177,62.45205753599335,1.7128060263653482,7.016666666666666,673,3.7083333333333335,,las_proxy,15.0,high,6,1,,,0.3528364832541997,3.8022598870056497,0.22208550764423787,0.11161046927720936,0.08214285714285705,1.0,,
240,139,52.65603304526102,4.432254196642686,10.691666666666665,362,4.966319444444443,,ecovisor_proxy,15.0,high,6,1,,,0.37882038162058285,2.6043165467625897,0.3172103283649871,0.7018665018326199,0.475892857142857,0.684939121511112,,
240,187,61.48686561602135,2.1247771836007128,7.3666666666666645,632,3.425,,gaia_proxy,15.0,high,6,1,,,0.32880676800011416,3.379679144385027,0.13411478349482242,0.20102877974723699,0.11964285714285693,0.8888606367847693,,
240,137,77.67651633173928,4.864963503649634,10.88333333333333,0,4.990972222222222,0.5081674936825108,fcfs,15.0,high,8,1,0.9,,0.5669818710345933,0.0,1.0,1.0,0.7531120331950215,0.0,0.0,0.7506224066390043
240,140,73.01200735903097,4.836904761904761,12.866666666666655,241,5.181597222222222,0.5499948401993507,carbon,15.0,high,8,1,0.9,,0.5215143382787927,1.7214285714285715,0.7676216493313165,0.992253528574911,1.0,0.38716531352565214,0.2745406108671971,0.7829015518489734
240,211,81.00138368647778,1.2808056872037914,8.0,67,1.626736111111111,0.6605214437400962,srtf,15.0,high,8,1,0.9,,0.38389281367998945,0.3175355450236967,0.06425683130741372,0.01048392117654027,0.39419087136929526,0.07141670057364884,1.0,0.2110907155829538
240,207,79.86912864598904,2.3514492753623184,8.308333333333332,339,2.6177083333333333,0.5638017325432979,q_overall,15.0,high,8,1,0.9,,0.38584120118835286,1.6376811594202898,0.07421477378229302,0.3060677373553312,0.43257261410788433,0.36832974081278586,0.36516440065885364,0.2623560421313762
240,203,75.37800378706207,2.7372742200328406,9.14166666666666,476,3.0493055555555553,0.553976637687071,q_overall_guarded,15.0,high,8,1,0.9,,0.37132021569981316,2.3448275862068964,0.0,0.4125864806458367,0.5363070539419088,0.5273735562690238,0.3006757881055634,0.2932129653872997
240,203,76.05209441842277,2.7582101806239736,9.824999999999978,466,3.047222222222222,0.5538764804571202,q_overall_guarded_budget,15.0,high,8,1,0.9,4.0,0.37464085920405304,2.2955665024630543,0.016971355468490806,0.41836649109500923,0.6213692946058074,0.5162942798768175,0.3000183897912246,0.3164367230756898
240,186,80.79987925127935,1.2428315412186377,4.833333333333333,827,2.7722222222222217,,las_proxy,15.0,high,8,1,,,0.43440795296386747,4.446236559139785,0.3224328096177568,0.0,0.0,1.0,,
240,158,70.92815393946913,3.556434599156118,10.679166666666667,353,3.661805555555555,,ecovisor_proxy,15.0,high,8,1,,,0.4489123667055008,2.2341772151898733,0.3965628874647219,0.6387406869584905,0.7276970954356858,0.5024872575880489,,
240,197,78.15200479837661,1.7178510998307948,6.283333333333322,749,2.4326388888888886,,gaia_proxy,15.0,high,8,1,,,0.3967106842557188,3.802030456852792,0.12976721735519495,0.13114363682469132,0.18049792531120218,0.8551120495460934,,
