dataset_track,policy,noise_pct,congestion,capacity,n,overall_score_mean,overall_score_std,carbon_per_completed_job_mean,carbon_per_completed_job_std,avg_jct_mean,avg_jct_std,tail_jct_mean,tail_jct_std,jobs_completed_mean,overall_score_ci95,carbon_per_completed_job_ci95,avg_jct_ci95,tail_jct_ci95
v1_clean,q_v1,20.0,moderate,8,12,0.4150571502183807,0.1067772685839044,0.405310264165563,0.04678636893493763,1.3646373268695458,0.3625492318197464,6.109722222222222,1.4511776101597476,149.0,0.06041492706504518,0.02647188024501156,0.20513153865391018,0.8210810281903343
v1_clean,q_v2,10.0,high,6,12,0.28363343924467305,0.13893253392005459,0.287414060470828,0.04042466946793119,2.234823626225102,0.5720080281488195,7.121874999999996,1.296167774488013,206.08333333333334,0.07860848114078152,0.022872409923227487,0.323644009249741,0.7333759572452611
v1_clean,q_v2,10.0,high,8,12,0.3087896442998977,0.14437598899474696,0.3510445216579334,0.045952159335773846,2.008750869060345,0.28118110358013415,6.387152777777776,1.2401460822601176,214.0,0.0816884057884229,0.025999881731106532,0.159093186126166,0.7016787009387919
v1_clean,q_v2,10.0,moderate,6,12,0.3132177178361344,0.12923057037764618,0.35400646429043436,0.030497486622957978,1.8077229769566456,0.38809291578060445,5.9253472222222205,1.3112656031913588,144.33333333333334,0.07311907850316164,0.017255577469144363,0.21958423840858837,0.7419183580019955
v1_clean,q_v2,10.0,moderate,8,12,0.4283675471683282,0.15562711258546835,0.409767384507613,0.05106088059282009,1.6434990748828902,0.5093055519898569,5.856249999999998,1.4593854429903435,148.41666666666666,0.08805432823753587,0.028890412892217537,0.28816674359029254,0.8257250467946581
v1_clean,q_v2,20.0,high,6,12,0.30462700532140946,0.1646186684534375,0.2896178503193426,0.048427951398482674,2.2008746601267677,0.5488020268230568,7.376736111111108,1.6966120972029572,204.5,0.0931417798943253,0.027400692960691763,0.31051397795974195,0.9599486620098929
v1_clean,q_v2,20.0,high,8,12,0.2678809859786132,0.08850000548740221,0.33415691825970845,0.026504836557338807,1.938079212109119,0.38402797537242794,6.346527777777774,1.2793163634316989,221.5,0.05007359195160632,0.014996523030782463,0.2172842818584659,0.7238413738698647
v1_clean,q_v2,20.0,moderate,6,12,0.27499144939476033,0.08895681254337191,0.35005542508692794,0.02954884040257356,1.7431742457756547,0.42628213373558166,5.816319444444442,1.1187867966034515,144.75,0.050332054874803515,0.016718830341453793,0.2411918225697068,0.6330132210211058
v1_clean,q_v2,20.0,moderate,8,12,0.39912189333399906,0.12038307741893244,0.4073761329962424,0.050098647829976244,1.5830656964228256,0.48922262207033423,5.854513888888888,1.4323766388936074,148.5,0.06811313811062228,0.028345978454459585,0.2768037562950428,0.8104433772852326
v1_clean,srtf,10.0,high,6,12,0.12384953435961292,0.009945243182855638,0.27176532151555527,0.020889180869106325,1.0614175268795583,0.15107464878780277,4.770486111111108,1.0019480053102157,220.33333333333334,0.0056270510522024334,0.011819166713970732,0.08547852936245878,0.5669054515682644
v1_clean,srtf,10.0,high,8,12,0.11982838055832684,0.008525557677110962,0.3277544834963498,0.026559268269990128,0.9917912794392324,0.10766614839670205,4.953472222222218,0.721468745458456,227.58333333333334,0.004823788359474261,0.015027320671455121,0.0609178581642572,0.4082093709142943
v1_clean,srtf,10.0,moderate,6,12,0.13724068391235397,0.061608378862893116,0.3464219010455529,0.032879612269884444,1.0158574658987467,0.16045769142860244,5.026388888888887,1.268431452688062,148.41666666666666,0.03485822183841124,0.01860339193497094,0.09078748551305253,0.7176826558448798
v1_clean,srtf,10.0,moderate,8,12,0.16329849436149682,0.11047723228789028,0.402091516737318,0.04842262849763035,0.9909243232549967,0.18737064542073562,4.986805555555552,1.3579577856631249,151.41666666666666,0.06250837860472351,0.027397681246016603,0.10601492272045772,0.7683369472387382
v1_clean,srtf,20.0,high,6,12,0.12145228182244272,0.009595817994502705,0.2715315710125326,0.020865199668387114,1.0614175268795583,0.15107464878780277,4.770486111111108,1.0019480053102157,220.33333333333334,0.005429345140176376,0.011805598072333818,0.08547852936245878,0.5669054515682644
v1_clean,srtf,20.0,high,8,12,0.11718028060307084,0.006777289051130439,0.32739105665246887,0.02659664240056094,0.9917912794392324,0.10766614839670205,4.953472222222218,0.721468745458456,227.58333333333334,0.0038346122648851414,0.015048467076513992,0.0609178581642572,0.4082093709142943
v1_clean,srtf,20.0,moderate,6,12,0.13338553247364912,0.05436409358578404,0.3455193325501484,0.03160727341339413,1.0158574658987467,0.16045769142860244,5.026388888888887,1.268431452688062,148.41666666666666,0.030759381584682378,0.01788349845730174,0.09078748551305253,0.7176826558448798
v1_clean,srtf,20.0,moderate,8,12,0.17300275581942723,0.10425354098096937,0.4010594542298997,0.04678490673105156,0.9909243232549967,0.18737064542073562,4.986805555555552,1.3579577856631249,151.41666666666666,0.05898699375034766,0.02647105292528047,0.10601492272045772,0.7683369472387382
v2_realworld,carbon,10.0,high,6,12,0.7210634752840526,0.07674215932695971,0.5326776766484008,0.07140514878955598,3.2848954101878203,0.8842272974979992,10.88784722222222,2.7306536305048956,127.0,0.04342096421870108,0.04040126623767192,0.5002986908705794,1.5450127364629178
v2_realworld,carbon,10.0,high,8,12,0.6844839595498988,0.07560019048600587,0.5575754051503714,0.0714169497510596,3.0541459913148725,0.9470610863344502,9.691666666666665,2.730244119954378,159.41666666666666,0.04277483452132483,0.04040794326020671,0.5358502536715299,1.544781034056872
v2_realworld,carbon,10.0,moderate,6,12,0.6458707954997808,0.08987558418443053,0.5569444554229922,0.0966119873853897,2.8269531643531898,0.8782057263979363,8.97222222222222,2.635411850716245,116.75,0.05085189886800673,0.054663377785421484,0.496891666288925,1.4911246266078229
v2_realworld,carbon,10.0,moderate,8,12,0.6147991537460449,0.0981046617794552,0.5956435689402202,0.07774045612838315,2.310180191378583,0.7239319308262078,7.857291666666665,2.0901382235537933,136.16666666666666,0.055507937829383146,0.04398580380719338,0.40960304923472707,1.1826070286920627
v2_realworld,carbon,20.0,high,6,12,0.7162132024540809,0.06804480056819574,0.5263462976875299,0.08189073607924982,3.1535607322625494,0.8983104984367002,10.549652777777775,2.55216316098611,128.0,0.038499970246502174,0.04633404574910165,0.5082670119265299,1.444022246250953
v2_realworld,carbon,20.0,high,8,12,0.6571910822643287,0.07095520989907195,0.5439995254536392,0.06914831921322137,2.8861555196914694,0.8712537519730724,9.320833333333331,2.8103698442760456,161.66666666666666,0.040146689344922874,0.03912434469752826,0.4929582164694423,1.590116430392878
v2_realworld,carbon,20.0,moderate,6,12,0.6107748538212532,0.10833152247688489,0.5417555823396544,0.09837005879977204,2.6664267490656397,0.824385198954689,8.879513888888887,2.6613129605576242,118.25,0.06129432899047646,0.05565810032968275,0.4664398362017842,1.5057795590922687
v2_realworld,carbon,20.0,moderate,8,12,0.589487832087158,0.08172518042033051,0.5833294766132066,0.08316197225716353,2.1793619769540316,0.6706439180684696,7.646527777777776,2.24502243564112,136.83333333333334,0.046240373816943584,0.04705331532763329,0.3794525176946719,1.270241021403067
v2_realworld,fcfs,10.0,high,6,12,0.7782543075614913,0.04925570117029511,0.6649716435972105,0.14658498563940134,4.30342404822916,1.4575834624656776,10.957986111111111,2.327160706055722,115.91666666666667,0.027869036483197773,0.08293826329970448,0.8247054803324876,1.3167151228870149
v2_realworld,fcfs,10.0,high,8,12,0.7845117384686828,0.03562681611406816,0.7012096108251588,0.14605347925820852,3.6315006787562223,1.3029808162797982,9.864930555555555,1.8800877591518952,139.25,0.020157768836350023,0.08263753525449195,0.7372307985274986,1.0637597903695377
v2_realworld,fcfs,10.0,moderate,6,12,0.7720131102440398,0.047991168866458656,0.6628227511972824,0.11881542691091203,3.40783583372172,1.017530246455111,9.034027777777776,1.8476787523499647,103.91666666666667,0.0271535599784992,0.06722615633667746,0.5757219344654557,1.0454226685443
v2_realworld,fcfs,10.0,moderate,8,12,0.7387994450641574,0.07195093820998434,0.6529468388321097,0.08622204077545294,2.921144425554054,0.8253825162910462,7.073958333333331,1.6028217748849853,128.66666666666666,0.040710075673100976,0.04878471208275091,0.4670041216057453,0.9068817915289833
v2_realworld,fcfs,20.0,high,6,12,0.787543389778819,0.03657889176524508,0.6645407346220954,0.14667789619509428,4.30342404822916,1.4575834624656776,10.957986111111111,2.327160706055722,115.91666666666667,0.020696456347175984,0.08299083239535757,0.8247054803324876,1.3167151228870149
v2_realworld,fcfs,20.0,high,8,12,0.7888407809387412,0.03329393578512474,0.700522783146852,0.14562323039134079,3.6315006787562223,1.3029808162797982,9.864930555555555,1.8800877591518952,139.25,0.01883781753216541,0.08239409904136942,0.7372307985274986,1.0637597903695377
v2_realworld,fcfs,20.0,moderate,6,12,0.7749433847668818,0.04737336351880379,0.6611711893023535,0.1204012335273763,3.40783583372172,1.017530246455111,9.034027777777776,1.8476787523499647,103.91666666666667,0.026804003696399382,0.06812341089603784,0.5757219344654557,1.0454226685443
v2_realworld,fcfs,20.0,moderate,8,12,0.7461447024921393,0.06568102187765024,0.651520666188473,0.08814419999702049,2.921144425554054,0.8253825162910462,7.073958333333331,1.6028217748849853,128.66666666666666,0.03716253654847684,0.04987227604386831,0.4670041216057453,0.9068817915289833
v2_realworld,q_double_v2,10.0,high,6,12,0.30777614245864315,0.11399245911034929,0.3666339999267716,0.02729003897157754,2.15672366536803,0.7770990559730285,6.954166666666663,1.6732436517679727,201.0,0.06449730541388862,0.01544079311950696,0.43968518216997143,0.9467267193127101
v2_realworld,q_double_v2,10.0,high,8,12,0.33469134183141763,0.1086669006073526,0.44809444174401336,0.04137629479551985,1.8724871259694578,0.47390976937911233,6.7833333333333306,1.5813135043342599,213.5,0.06148408703130418,0.023410842639497446,0.2681396942641715,0.894712341852564
v2_realworld,q_double_v2,10.0,moderate,6,12,0.2991483026901242,0.05877933275106817,0.47965983425292236,0.056855603315678294,1.6773869657035654,0.37137448956692726,6.481597222222219,1.4288673137470138,142.25,0.03325753831488348,0.03216908592166053,0.21012489829119282,0.808457789663534
v2_realworld,q_double_v2,10.0,moderate,8,12,0.3472546045679472,0.09548842687516687,0.5688896355765829,0.0619977666097885,1.4398299663401641,0.23415930749045719,6.0222222222222195,1.451188485995365,146.25,0.05402766358165406,0.03507853869649064,0.1324881004286144,0.8210871817736233
v2_realworld,q_double_v2,20.0,high,6,12,0.24582591031341283,0.08627773122640968,0.3607115979248068,0.03470653157764131,1.8448445312985997,0.5603913962898525,6.596874999999997,1.6791785331184574,204.75,0.04881622192166506,0.019637068842009667,0.3170712810295066,0.9500846945511147
v2_realworld,q_double_v2,20.0,high,8,12,0.2843764738420703,0.077985887375939,0.44590413055522515,0.04489250767378917,1.6934627438131906,0.4421067387613004,6.420486111111109,1.677645147129915,214.83333333333334,0.044124669608100416,0.025400327362258328,0.2501454357416967,0.9492170997541233
v2_realworld,q_double_v2,20.0,moderate,6,12,0.2767395546037685,0.05386365497352077,0.47383912519600907,0.05816525686879311,1.6061704126928902,0.2602788180528731,6.276041666666665,1.271333266047336,142.25,0.030476231784529354,0.03291009217646781,0.14726660475384026,0.7193245113145125
v2_realworld,q_double_v2,20.0,moderate,8,12,0.3049878659723155,0.08985156728947756,0.5610008611091655,0.061890107700058664,1.3575120144741966,0.22867903490835292,5.711111111111109,1.3744986842469629,146.91666666666666,0.05083831003045585,0.035017624933987725,0.12938734431511417,0.777695841643755
v2_realworld,q_v1,10.0,high,6,12,0.27257861645973114,0.0829018874033826,0.3564922762644895,0.03410016095015392,1.9769407641657741,0.5362081466760965,7.183333333333329,1.9201327355738258,204.41666666666666,0.04690615846849757,0.019293982361901312,0.30338831946861233,1.0864173687280936
v2_realworld,q_v1,10.0,high,8,12,0.27839268852921434,0.07084474110980794,0.4380815246617424,0.04135559631542482,1.7300822154892177,0.4506286651498631,6.507638888888887,1.5624377091960626,212.41666666666666,0.04008418574340863,0.023399131371903855,0.25496716950625853,0.8840323553564416
v2_realworld,q_v1,10.0,moderate,6,12,0.2871322833184685,0.06292211605125095,0.4679703225053493,0.05046926914026646,1.6201006368419986,0.2998397244060972,6.537847222222219,1.4758049275337843,141.58333333333334,0.035601538627367195,0.028555677201457786,0.16965029468761134,0.8350152447393464
v2_realworld,q_v1,10.0,moderate,8,12,0.32912642118507535,0.08353168569123806,0.5632241749761708,0.06457984377167404,1.508908835147617,0.2712515741652304,6.063194444444442,1.3476349857115615,147.58333333333334,0.047262500395305516,0.036539486382083985,0.15347502597515741,0.762496273334529
v2_realworld,q_v1,20.0,high,6,12,0.27276186659660095,0.07094284562969587,0.35510562152066205,0.0361203786123917,1.9580688666459027,0.37464348593683156,7.562499999999997,1.4818195373979055,205.25,0.040139693600955324,0.02043702810879364,0.21197450710665408,0.8384183306309849
v2_realworld,q_v1,20.0,high,8,12,0.2870290596027305,0.10210330331976593,0.43606265029171193,0.04607757226901646,1.744751565643394,0.3956394170307383,6.7534722222222205,1.494805645677781,212.66666666666666,0.05777038226368054,0.026070840778058667,0.2238540734462289,0.8457659130798745
v2_realworld,q_v1,20.0,moderate,6,12,0.2779424588600493,0.06751950089338707,0.4665748030254218,0.0549632085882466,1.5830749307424934,0.3203661346312862,6.55659722222222,1.532163027461132,142.25,0.03820275397601928,0.031098362808470732,0.18126420458724074,0.8669028416201351
v2_realworld,q_v1,20.0,moderate,8,12,0.3319911357076866,0.09432115638409763,0.5614944950737694,0.0698402838467321,1.4634213394370608,0.2590354670250345,6.019444444444441,1.5152188116368028,147.0,0.053367218128062846,0.03951586054560684,0.14656311268423283,0.8573157490040991
v2_realworld,q_v2,10.0,high,6,12,0.29949818725419236,0.11472589985638962,0.36020950299901555,0.03772180875841508,2.208573947449375,0.6353758926308574,7.316319444444443,1.6102079849634539,207.33333333333334,0.06491228858180642,0.02134312251217072,0.3594977537940838,0.9110609332985363
v2_realworld,q_v2,10.0,high,8,12,0.2992912054932421,0.10836491622258525,0.42390399442487947,0.037123392468994196,2.02525439141832,0.5270772843285076,6.7840277777777755,1.553245658263954,221.75,0.06131322328078442,0.021004536622501808,0.2982220477509848,0.8788314629379851
v2_realworld,q_v2,10.0,moderate,6,12,0.3010825113029772,0.0695994869533729,0.4625337222715233,0.05033755096851259,1.9802682483848726,0.4194693575740287,6.520833333333333,1.3874869186752539,144.66666666666666,0.0393796168774299,0.028481150629976908,0.23733713158192157,0.7850446270743574
v2_realworld,q_v2,10.0,moderate,8,12,0.33564753241742973,0.07204964686130239,0.5692257431671993,0.0690750631331819,1.7256107919692907,0.3629810204428764,5.853819444444443,1.2751911848308755,146.0,0.0407659253501826,0.03908289616834831,0.20537584606615136,0.7215073343537368
v2_realworld,q_v2,20.0,high,6,12,0.26731173118113716,0.11219947541204055,0.348532624290383,0.026463797960334455,2.1502367714589625,0.7358767751227635,6.976736111111109,2.0543540992100358,211.83333333333334,0.06348282938543488,0.014973303258655389,0.41636148112337085,1.1623602543459308
v2_realworld,q_v2,20.0,high,8,12,0.2874077657284615,0.10925929891662754,0.42248456187633443,0.03448430371190581,1.9413067547803238,0.43747688568253995,6.689583333333331,1.4914714405850389,221.83333333333334,0.06181926792816501,0.01951133159026792,0.24752584975879252,0.8438794089562031
v2_realworld,q_v2,20.0,moderate,6,12,0.2981155839855287,0.07144109725907527,0.4629782861877963,0.05318393334457725,1.9790053420583327,0.4006275644370828,6.5163194444444414,1.3547795330321801,143.91666666666666,0.040421605999054755,0.030091643068393695,0.22667638352908323,0.7665386815269503
v2_realworld,q_v2,20.0,moderate,8,12,0.3536438969817355,0.08580615695871945,0.5657899687524384,0.0713877824435833,1.6857075037994493,0.3439989306286444,5.854513888888886,1.215409606846934,146.16666666666666,0.04854940366187907,0.0403914403024402,0.19463571769540342,0.6876827224149599
v2_realworld,srtf,10.0,high,6,12,0.12185959453325568,0.0067524922392228235,0.34785208262097206,0.021445726329337587,1.0911483665366284,0.1842322178261001,4.694444444444441,1.064012342179245,218.0,0.003820582147775833,0.0121340619518259,0.10423919014419467,0.6020216559347059
v2_realworld,srtf,10.0,high,8,12,0.13045354180426455,0.019639848276413494,0.42771708702564853,0.03774173025760605,1.0317529329142008,0.1397864205814002,4.75208333333333,0.9312925808853618,225.83333333333334,0.011112290255446125,0.021354394161432876,0.07909161300069113,0.5269283818230956
v2_realworld,srtf,10.0,moderate,6,12,0.13197318892198742,0.017265818550227262,0.4649148248377113,0.05314312587332768,1.040052460162143,0.12377585335498101,4.760069444444443,0.9037143791500121,147.83333333333334,0.009769056487997885,0.030068554067973027,0.07003278180860045,0.5113245452713391
v2_realworld,srtf,10.0,moderate,8,12,0.14720926056772513,0.07270261494447619,0.5578592764232922,0.06761395348041088,0.9823354660731942,0.09922377272529373,4.559374999999996,0.9129524009990316,150.66666666666666,0.04113537682280338,0.03825619555803226,0.05614113445509941,0.516551448184624
v2_realworld,srtf,20.0,high,6,12,0.11874771358472218,0.007643642354176555,0.34741761483996125,0.022337526965172015,1.0911483665366284,0.1842322178261001,4.694444444444441,1.064012342179245,218.0,0.004324797791357598,0.012638645662245136,0.10423919014419467,0.6020216559347059
v2_realworld,srtf,20.0,high,8,12,0.126465565214896,0.019175588517293483,0.4273749489559406,0.038263051721734574,1.0317529329142008,0.1397864205814002,4.75208333333333,0.9312925808853618,225.83333333333334,0.010849610568482312,0.021649359547328828,0.07909161300069113,0.5269283818230956
v2_realworld,srtf,20.0,moderate,6,12,0.1302126330983922,0.023649904341691202,0.46358314518776883,0.05442268345713319,1.040052460162143,0.12377585335498101,4.760069444444443,0.9037143791500121,147.83333333333334,0.013381193065224629,0.03079253192511769,0.07003278180860045,0.5113245452713391
v2_realworld,srtf,20.0,moderate,8,12,0.16617783253341079,0.08334747492951271,0.5564960907724239,0.06896501358090441,0.9823354660731942,0.09922377272529373,4.559374999999996,0.9129524009990316,150.66666666666666,0.047158273345093156,0.03902062977248934,0.05614113445509941,0.516551448184624
