jobs_total,jobs_completed,carbon_kg,avg_jct_h,tail_jct_h,preemptions,avg_wait_h,starvation_penalty,policy,seed,noise_pct,congestion,capacity,dataset_track,carbon_per_completed_job,preempt_per_completed_job,n_carbon,n_avg_jct,n_tail_jct,n_preempt,n_starvation,overall_score
160,134,65.30789647037254,1.70273631840796,6.762499999999996,234,1.5421875,0.33871169613594954,q_double_v2,0,10.0,moderate,8,v1_clean,0.48737236171919807,1.7462686567164178,0.27419856217343563,0.21075389448720883,0.005424954792041552,0.7692566108364928,0.29245800102150904,0.2456479755419548
250,99,54.07941138702861,4.1313131313131315,10.424999999999999,0,5.622,0.4301928560429124,fcfs,0,10.0,high,6,v1_clean,0.5462566806770567,0.0,1.0,1.0,1.0,0.0,0.00300321695471548,0.8003003216954716
250,111,52.08457690777893,3.774774774774775,10.25,154,5.421333333333333,0.4849614160680682,carbon,0,10.0,high,6,v1_clean,0.469230422592603,1.3873873873873874,0.7203179037699966,0.8811838852232692,0.9641332194705382,0.7061766136316264,0.5101136166755016,0.7910103712625
250,210,56.878544813169086,1.1305555555555553,5.545833333333332,68,1.679,0.5378697606916196,srtf,0,10.0,high,6,v1_clean,0.27085021339604326,0.3238095238095238,0.0,0.0,0.0,0.1648182152038193,1.0,0.11648182152038195
250,198,53.96130371829501,2.466329966329966,8.087499999999986,389,3.0556666666666663,0.42994104228079544,q_v1,0,10.0,high,6,v1_clean,0.2725318369610859,1.9646464646464648,0.006105969774946444,0.44514572638783684,0.5209222886421836,1.0,0.000671635158449904,0.3214639703751896
250,203,55.50316085089302,2.211822660098522,7.058333333333327,251,2.7846666666666664,0.46167587744244404,q_v2,0,10.0,high,6,v1_clean,0.2734145854723794,1.2364532019704433,0.009311226790181225,0.3603313754094208,0.3099914602903492,0.6293515012600199,0.2945092846512458,0.2452091481221615
250,196,55.44309072164944,2.6156462585034013,8.083333333333332,329,3.203,0.4298685048402089,q_double_v2,0,10.0,high,6,v1_clean,0.28287291184515023,1.6785714285714286,0.04365437953510186,0.4949052582406353,0.520068317677199,0.8543885420492104,0.0,0.3297160181096335
250,126,69.81410492220355,3.5773809523809526,10.375,0,4.478333333333333,0.3461302483239176,fcfs,0,10.0,high,8,v1_clean,0.5540801977952663,0.0,1.0,1.0,1.0,0.0,0.0,0.8
250,149,68.42645094232208,3.435123042505593,9.383333333333333,153,4.022333333333333,0.43103956044451164,carbon,0,10.0,high,8,v1_clean,0.4592379257873965,1.0268456375838926,0.5747350933083714,0.9424470446181255,0.7979626485568762,0.5223408330141389,0.7412081494066769,0.7154922519628557
250,217,71.84021982072163,1.105606758832565,5.466666666666663,63,1.1986666666666665,0.460685535106129,srtf,0,10.0,high,8,v1_clean,0.3310609208328186,0.2903225806451613,0.0,0.0,0.0,0.14768270231329544,1.0,0.11476827023132954
250,205,68.51424468456872,1.8418699186991867,6.533333333333329,403,2.187333333333333,0.40050518152735,q_v1,0,10.0,high,8,v1_clean,0.3342158277296035,1.9658536585365853,0.014146341696355532,0.2978682930618632,0.2173174872665531,1.0,0.4746610543327273,0.2663203554560081
250,211,70.36908911796135,2.169036334913112,6.625,243,2.317,0.41414144119035895,q_v2,0,10.0,high,8,v1_clean,0.33350279202825284,1.1516587677725119,0.010949148561025197,0.4302292575334023,0.23599320882852345,0.5858313831100866,0.5936975479424352,0.26682924881542236
250,206,72.26839779758917,1.8329288025889967,6.375,319,2.068333333333333,0.38214283145278727,q_double_v2,0,10.0,high,8,v1_clean,0.35081746503684064,1.5485436893203883,0.08858671085795286,0.29425100628318923,0.18505942275042503,0.7877207352622323,0.31436858254595945,0.24632933752534678
160,91,52.084587282198534,3.9597069597069594,9.875,0,4.244791666666666,0.3456851378699202,fcfs,0,20.0,moderate,6,v1_clean,0.5723581020021817,0.0,1.0,1.0,1.0,0.0,0.0,0.8
160,101,50.74519563820823,3.507425742574257,9.416666666666666,191,3.8416666666666663,0.3769320418459847,carbon,0,20.0,moderate,6,v1_clean,0.5024276795862201,1.891089108910891,0.6249878515266818,0.8369758579191261,0.8939247830279651,0.7644828312618495,0.3687806419956864,0.7229484627009087
160,138,53.53629100696504,1.1853864734299515,5.554166666666672,41,1.2171875,0.4304154637540809,srtf,0,20.0,moderate,6,v1_clean,0.3879441377316307,0.2971014492753623,0.01105306445573659,0.0,0.0,0.12010484119642305,1.0,0.11587905667915012
160,133,52.234859266239226,1.8220551378446115,7.049999999999997,329,1.9723958333333331,0.3867069230397305,q_v1,0,20.0,moderate,6,v1_clean,0.3927433027536784,2.473684210526316,0.03678929088792976,0.22948634361599507,0.34619093539054824,1.0,0.48414525427287164,0.29373577980889864
160,136,52.480090256677435,2.230392156862745,6.9375,175,2.2114583333333333,0.3892228114205978,q_v2,0,20.0,moderate,6,v1_clean,0.38588301659321644,1.286764705882353,0.0,0.37667085998241545,0.3201542912246858,0.5201814768460575,0.5138381458629135,0.25877470707355166
160,133,54.29240844335684,2.038220551378446,8.2,262,2.056770833333333,0.3548178333080833,q_double_v2,0,20.0,moderate,6,v1_clean,0.4082135973184725,1.9699248120300752,0.11975101486765408,0.3074028693393505,0.612343297974927,0.7963525835866261,0.10778543978042616,0.346893055901986
160,110,62.337717452926434,3.584090909090909,9.054166666666665,0,3.130208333333333,0.3233231561589347,fcfs,0,20.0,moderate,8,v1_clean,0.5667065222993312,0.0,1.0,1.0,1.0,0.0,0.024643965748269495,0.802464396574827
160,120,61.416707044806365,2.7152777777777777,7.195833333333331,232,2.7432291666666666,0.34201567145944023,carbon,0,20.0,moderate,8,v1_clean,0.511805892040053,1.9333333333333333,0.5225680716467404,0.6355246460698597,0.34315169366715725,0.7435897435897436,0.3711389961230741,0.5072645516784021
160,141,64.20188480755625,1.2003546099290778,6.75,34,0.8333333333333333,0.3759411044566907,srtf,0,20.0,moderate,8,v1_clean,0.4553325163656472,0.24113475177304963,0.031459089445337624,0.0,0.1855670103092788,0.09274413529732678,1.0,0.16667684741292055
160,135,62.937389881665865,1.6697530864197527,7.374999999999998,351,1.3911458333333333,0.32199367761975806,q_v1,0,20.0,moderate,8,v1_clean,0.4662028880123397,2.6,0.12599101872714996,0.1969171156456042,0.40648011782032384,1.0,0.0,0.2851003091387043
160,139,62.78838324627398,2.082134292565947,7.099999999999999,203,1.6848958333333333,0.32225678629072607,q_v2,0,20.0,moderate,8,v1_clean,0.45171498738326604,1.460431654676259,0.0,0.36991494526761215,0.30927835051546393,0.5617044825677919,0.0048771310587864755,0.20796073804504625
160,134,64.84374754152438,1.6983830845771144,6.224999999999999,310,1.5552083333333333,0.33728457988178684,q_double_v2,0,20.0,moderate,8,v1_clean,0.48390856374271923,2.3134328358208953,0.2799647503005504,0.20892767158143843,0.0,0.8897818599311136,0.28344080818254264,0.257095463732846
250,99,53.49865552884686,4.1313131313131315,10.424999999999999,0,5.622,0.4301928560429124,fcfs,0,20.0,high,6,v1_clean,0.540390459887342,0.0,1.0,1.0,1.0,0.0,0.047657350692735904,0.8047657350692736
250,110,51.087836439018574,3.381060606060606,9.795833333333333,313,5.276666666666666,0.48829073973656356,carbon,0,20.0,high,6,v1_clean,0.46443487671835065,2.8454545454545452,0.7213670616048888,0.7499789615416981,0.8710503842869343,1.0,0.5615009892749054,0.7763869588692748
250,210,56.23581255602481,1.1305555555555553,5.545833333333332,68,1.679,0.5378697606916196,srtf,0,20.0,high,6,v1_clean,0.2677895836001182,0.3238095238095238,0.0,0.0,0.0,0.11379887418226078,1.0,0.11137988741822609
250,198,53.141938955582866,2.167087542087542,7.049999999999993,366,2.814,0.4544043609965755,q_v1,0,20.0,high,6,v1_clean,0.2683936310888024,1.8484848484848484,0.0022158677437549784,0.34542343403742043,0.30828351836037454,0.6496272630457934,0.2617947169785923,0.2380733181103305
250,201,54.70324929111705,2.4336650082918734,7.75,320,2.998333333333333,0.45724268688205655,q_v2,0,20.0,high,6,v1_clean,0.2721554691100351,1.592039800995025,0.01601566938954671,0.43426015592323647,0.45175064047822405,0.5595028054615104,0.286898139130214,0.2900352700497171
250,199,55.317113897279135,2.1536850921273034,7.083333333333333,360,2.797,0.4248044635246476,q_double_v2,0,20.0,high,6,v1_clean,0.27797544671999563,1.8090452261306533,0.03736548194050998,0.34095707858487945,0.3151152860802735,0.635766692889367,0.0,0.22362482520515947
250,126,69.04392485798284,3.5773809523809526,10.375,0,4.478333333333333,0.3461302483239176,fcfs,0,20.0,high,8,v1_clean,0.5479676576030384,0.0,1.0,1.0,1.0,0.0,0.0,0.8
250,147,66.96269753712917,3.2800453514739227,9.725,298,3.986,0.410591964382329,carbon,0,20.0,high,8,v1_clean,0.4555285546743481,2.0272108843537415,0.5805493453929906,0.8797076198614301,0.8675721561969439,0.8378593372833004,0.5627127116443242,0.7360840388018313
250,217,71.08622802143273,1.105606758832565,5.466666666666663,63,1.1986666666666665,0.460685535106129,srtf,0,20.0,high,8,v1_clean,0.3275863042462338,0.2903225806451613,0.0,0.0,0.0,0.11999219562955256,1.0,0.11199921956295526
250,205,67.4795681236859,1.9808943089430888,6.38333333333333,496,2.270333333333333,0.41264950989059657,q_v1,0,20.0,high,8,v1_clean,0.32916862499358973,2.419512195121951,0.007179921183232304,0.35411307084406174,0.18675721561969433,1.0,0.5806738687944026,0.27809227736730746
250,212,69.74596735019195,2.2193396226415096,6.658333333333331,284,2.326,0.41352464454821114,q_v2,0,20.0,high,8,v1_clean,0.3289904120292073,1.3396226415094339,0.006371264000272339,0.45058034294391225,0.24278438030560287,0.5536746804625684,0.5883132775218091,0.26724090186371624
250,207,71.40168074224289,1.8663446054750399,6.641666666666665,368,2.0613333333333332,0.38095982848487575,q_double_v2,0,20.0,high,8,v1_clean,0.3449356557596275,1.7777777777777777,0.07872422620667233,0.3077699607949979,0.23938879456706297,0.7347670250896057,0.30404166528931115,0.2528355390109923
160,95,53.58201368976742,5.084210526315789,11.0,0,5.141145833333333,0.5079118993357599,fcfs,1,10.0,moderate,6,v1_clean,0.5640211967343939,0.0,0.9809317515102768,1.0,0.8723958333333336,0.0,0.0,0.7614250713619303
160,92,52.19819446030442,5.067028985507246,11.408333333333333,151,5.619270833333333,0.5554323785317095,carbon,1,10.0,moderate,6,v1_clean,0.5673716789163524,1.641304347826087,1.0,0.9953829982711866,1.0,0.7177408080525653,0.3828032084510097,0.9091310013045948
160,144,57.210402234529106,1.362847222222222,8.208333333333327,47,1.5338541666666665,0.6320500417202983,srtf,1,10.0,moderate,6,v1_clean,0.3972944599620077,0.3263888888888889,0.032057328665826584,0.0,0.0,0.14272954626652376,1.0,0.12549301965969167
160,136,54.65001475289062,2.591299019607843,10.104166666666666,311,2.8432291666666663,0.5205296321645831,q_v1,1,10.0,moderate,6,v1_clean,0.40183834377125455,2.286764705882353,0.05791745890311109,0.33010799994569245,0.5924479166666673,1.0,0.10164267473680863,0.34456895724557507
160,141,55.224294953790114,2.5927895981087463,8.916666666666666,231,2.7494791666666663,0.5444948526322526,q_v2,1,10.0,moderate,6,v1_clean,0.39166166633893695,1.6382978723404256,0.0,0.3305085462990312,0.22135416666666807,0.7164260792228228,0.294695510934673,0.22255240994222283
160,133,55.52103101043757,2.789473684210526,9.43333333333333,268,3.0848958333333334,0.5407586397247666,q_double_v2,1,10.0,moderate,6,v1_clean,0.4174513609807336,2.0150375939849625,0.14677418926502012,0.3833612430205321,0.3828125000000002,0.8811739960834564,0.264598291532819,0.33832356860849105
160,112,71.35022894584445,3.5751488095238093,8.308333333333326,0,3.242708333333333,0.3650297972124354,fcfs,1,10.0,moderate,8,v1_clean,0.6370556155878969,0.0,1.0,0.9081622441509432,0.4742268041237093,0.0,0.0,0.650189149861116
160,121,68.11591516953716,3.7920110192837457,9.583333333333332,144,3.4010416666666665,0.42010864732673586,carbon,1,10.0,moderate,8,v1_clean,0.5629414476821253,1.1900826446280992,0.5532205174674352,1.0,1.0,0.6814182884564117,0.42223469542664205,0.7539924795019076
160,149,70.32861888582885,1.4306487695749441,8.049999999999992,42,1.0,0.49547585176663705,srtf,1,10.0,moderate,8,v1_clean,0.47200415359616676,0.28187919463087246,0.005026854330157323,0.0,0.36769759450171574,0.1613985711192899,1.0,0.20982365475291298
160,148,69.73320027659298,2.1661036036036037,8.579166666666667,250,1.7171875,0.41576182028371916,q_v1,1,10.0,moderate,8,v1_clean,0.47117027213914175,1.6891891891891893,0.0,0.3114536256007964,0.5859106529209633,0.9671970357454229,0.3889119011277118,0.3443792820377136
160,141,69.23788461770393,2.5851063829787226,8.583333333333332,225,2.0432291666666664,0.40983479006792983,q_v2,1,10.0,moderate,8,v1_clean,0.49104882707591435,1.5957446808510638,0.11983309992008682,0.4888947528258927,0.5876288659793817,0.9136925188743995,0.3434752626947219,0.4123445301889665
160,142,70.53280242753347,2.0082159624413145,7.1583333333333306,248,1.73125,0.4049069469993533,q_double_v2,1,10.0,moderate,8,v1_clean,0.4967098762502357,1.7464788732394365,0.15395937688119857,0.2445906776639606,0.0,1.0,0.30569839711287367,0.233373757152499
250,102,57.58984565343536,6.4558823529411775,12.079166666666664,0,6.999666666666666,0.5791521353465651,fcfs,1,10.0,high,6,v1_clean,0.5646063299356407,0.0,1.0,1.0,0.7102842809364552,0.0,0.08041413142789107,0.7356124833769029
250,107,55.9264089570562,5.1347352024922115,14.966666666666658,211,6.776,0.5784103207037024,carbon,1,10.0,high,6,v1_clean,0.5226767192248243,1.97196261682243,0.8477521337288015,0.7496688120968187,1.0,1.0,0.0743083433800816,0.8040778435624525
250,208,62.07678700553463,1.1782852564102564,5.0,64,2.2996666666666665,0.6908760041305713,srtf,1,10.0,high,6,v1_clean,0.2984460913727626,0.3076923076923077,0.033562970882104796,0.0,0.0,0.15603353991979585,1.0,0.12735039380071628
250,191,56.43069299961747,2.7735602094240837,8.5,336,3.933333333333333,0.5890346092988148,q_v1,1,10.0,high,6,v1_clean,0.295448654448259,1.7591623036649215,0.022679173768280103,0.3022729707924154,0.35117056856187323,0.8920870449864767,0.1617555984924631,0.2615692114657434
250,197,56.972937477187095,2.8616751269035534,9.216666666666663,151,3.9283333333333332,0.5856865133807051,q_v2,1,10.0,high,6,v1_clean,0.2892027283105944,0.766497461928934,0.0,0.3189690004187371,0.42307692307692313,0.38869776505400916,0.13419781942136821,0.22185258930051593
250,187,56.739953172134484,3.514705882352941,10.75,303,4.615666666666666,0.5693823268109253,q_double_v2,1,10.0,high,6,v1_clean,0.303422209476655,1.6203208556149733,0.05163142777420893,0.4427053795899775,0.5769230769230774,0.8216792964492992,0.0,0.3330107745146679
250,135,76.94735168263996,5.187037037037037,10.524999999999999,0,5.416666666666666,0.527626253335083,fcfs,1,10.0,high,8,v1_clean,0.5699803828343701,0.0,1.0,1.0,0.7031029619181949,0.0,0.0,0.7257757404795487
250,134,72.40014121909007,4.555348258706467,12.279166666666665,257,5.443666666666666,0.5405977766363272,carbon,1,10.0,high,8,v1_clean,0.540299561336493,1.9179104477611941,0.8620606145934783,0.8414001318386526,1.0,0.9805857928403098,0.09133596717135808,0.8271934174766147
250,218,81.41878478090342,1.2041284403669725,6.370833333333327,66,1.7163333333333333,0.669646135567326,srtf,1,10.0,high,8,v1_clean,0.3734806641325845,0.30275229357798167,0.08678233746941984,0.0,0.0,0.1547906463406222,1.0,0.14585288274835917
250,202,71.67110579829145,3.3791254125412538,8.495833333333332,347,3.876,0.5466225600283007,q_v1,1,10.0,high,8,v1_clean,0.35480745444698736,1.7178217821782178,0.0,0.5460825724177304,0.35966149506347017,0.8782848209632994,0.1337580794649114,0.3003361782922347
250,212,79.57581227474675,2.4536163522012577,8.916666666666666,240,2.848,0.5683058198475716,q_v2,1,10.0,high,8,v1_clean,0.3753576050695602,1.1320754716981132,0.09550527929598893,0.3137124243521248,0.4308885754583927,0.5788055043268548,0.2864357150076065,0.2904155984220654
250,204,77.54343863982554,3.1111111111111107,10.320833333333331,399,3.456,0.5389598468488801,q_double_v2,1,10.0,high,8,v1_clean,0.3801148952932624,1.9558823529411764,0.11761442778114382,0.47879147222672475,0.6685472496473909,1.0,0.07980286517393027,0.41204044309798604
160,95,52.79777863343012,5.084210526315789,11.0,0,5.141145833333333,0.5079118993357599,fcfs,1,20.0,moderate,6,v1_clean,0.5557660908782118,0.0,1.0,1.0,0.9710144927536236,0.0,0.0,0.7927536231884059
160,93,50.53189049256121,4.390681003584228,11.083333333333332,300,5.228645833333333,0.5379487522435152,carbon,1,20.0,moderate,6,v1_clean,0.5433536612103356,3.225806451612903,0.9267277383916939,0.813635631337401,1.0,1.0,0.24196312536006254,0.8612781472405794
160,144,56.30852321975084,1.362847222222222,8.208333333333327,47,1.5338541666666665,0.6320500417202983,srtf,1,20.0,moderate,6,v1_clean,0.39103141124826973,0.3263888888888889,0.027548766455902148,0.0,0.0,0.10118055555555557,1.0,0.11976012381512131
160,135,53.48203089622535,2.374691358024691,9.466666666666665,330,2.720833333333333,0.5101251803913829,q_v1,1,20.0,moderate,6,v1_clean,0.3961631918238915,2.4444444444444446,0.057842365607285416,0.2719014654359122,0.43768115942029073,0.7577777777777779,0.017829178148703183,0.26160610649745314
160,141,54.47740992507269,2.6252955082742315,8.25,235,2.7744791666666666,0.5414461689923018,q_v2,1,20.0,moderate,6,v1_clean,0.3863646093976787,1.6666666666666667,0.0,0.33924349301324425,0.014492753623190644,0.5166666666666667,0.27013671231412484,0.15015222490652566
160,133,55.542563133814795,2.236842105263158,9.416666666666666,330,2.6255208333333333,0.5547605181762116,q_double_v2,1,20.0,moderate,6,v1_clean,0.41761325664522403,2.481203007518797,0.18446501751011127,0.23485879007822907,0.420289855072465,0.7691729323308271,0.3773910092462187,0.33126337207000556
160,112,70.12018915019537,3.5751488095238093,8.308333333333326,0,3.242708333333333,0.3650297972124354,fcfs,1,20.0,moderate,8,v1_clean,0.6260731174124586,0.0,1.0,0.9194247819991699,0.4087237479806117,0.0,0.0,0.636065893394987
160,121,65.33454486879313,3.763085399449036,9.833333333333332,303,3.3765625,0.41551929773443763,carbon,1,20.0,moderate,8,v1_clean,0.5399549162710177,2.5041322314049586,0.4794076958862899,1.0,1.0,1.0,0.387052722250203,0.7564979657852218
160,149,69.16126900316839,1.4306487695749441,8.049999999999992,42,1.0,0.49547585176663705,srtf,1,20.0,moderate,8,v1_clean,0.4641695906252912,0.28187919463087246,0.021278557411621022,0.0,0.30856219709208127,0.11256561897800518,1.0,0.1958446062648882
160,148,68.17614334239254,2.0140765765765765,8.554166666666667,300,1.5760416666666666,0.42745806062700786,q_v1,1,20.0,moderate,8,v1_clean,0.4606496171783279,2.027027027027027,0.0,0.2501366165875754,0.5040387722132478,0.8094728391758096,0.47857532853653995,0.30484183314206204
160,141,67.74780674480397,2.520685579196217,8.583333333333332,236,1.9854166666666664,0.40431518073443784,q_v2,1,20.0,moderate,8,v1_clean,0.4804808988993189,1.673758865248227,0.11988188916884805,0.46733823147002906,0.5153473344103392,0.6683987547690939,0.3011619144500762,0.36121920802760443
160,140,69.44587159158002,1.9875,7.2541666666666655,332,1.7734375,0.40388855728244466,q_double_v2,1,20.0,moderate,8,v1_clean,0.49604193993985723,2.3714285714285714,0.21394978773534049,0.23874227633576287,0.0,0.947006129184347,0.2978914172821,0.24712063562116646
250,102,57.22372334761228,6.4558823529411775,12.079166666666664,0,6.999666666666666,0.5791521353465651,fcfs,1,20.0,high,6,v1_clean,0.5610168955648263,0.0,1.0,1.0,0.8040700425934688,0.0,0.03950267074816073,0.7549677777231832
250,108,55.71460123986611,4.86574074074074,13.804166666666665,344,6.627666666666666,0.5786692370834584,carbon,1,20.0,high,6,v1_clean,0.5158759374061677,3.185185185185185,0.8358768159126284,0.6986996955023959,1.0,1.0,0.03535116313333765,0.785831940983233
250,208,61.797346075468724,1.1782852564102564,5.0,64,2.2996666666666665,0.6908760041305713,srtf,1,20.0,high,6,v1_clean,0.2971026253628304,0.3076923076923077,0.04046231807026348,0.0,0.0,0.0966010733452594,1.0,0.12382191865911817
250,190,54.33501094044552,3.3631578947368417,9.00833333333333,314,4.434,0.5916032629829207,q_v1,1,20.0,high,6,v1_clean,0.28597374179181856,1.6526315789473685,0.0,0.41399004099095577,0.45527685754850883,0.5188494492044063,0.1465458207129544,0.2631567495770545
250,198,56.7473543154826,2.441498316498316,10.299999999999992,181,3.618,0.5925395796086659,q_v2,1,20.0,high,6,v1_clean,0.28660279957314444,0.9141414141414141,0.0022871239392675117,0.2393538265583777,0.6019876952200655,0.28699788583509517,0.15459539533072064,0.2433275106120171
250,191,57.76963981030729,2.5719895287958114,8.125,340,3.8116666666666665,0.5745572332381719,q_double_v2,1,20.0,high,6,v1_clean,0.3024588471743837,1.780104712041885,0.059936432361338665,0.2640793237705976,0.35494557501183155,0.55887008401315,0.0,0.21841701823486093
250,135,76.59199324283013,5.187037037037037,10.524999999999999,0,5.416666666666666,0.527626253335083,fcfs,1,20.0,high,8,v1_clean,0.567348098095038,0.0,1.0,1.0,0.7141833810888253,0.0,0.0,0.7285458452722063
250,136,72.15656707017303,4.499999999999999,12.1875,405,5.329333333333333,0.5454751423235996,carbon,1,20.0,high,8,v1_clean,0.5305629931630369,2.9779411764705883,0.8122549273183595,0.8275036897378365,1.0,1.0,0.12567880431930395,0.8123578429409235
250,218,80.96889824404208,1.2041284403669725,6.370833333333327,66,1.7163333333333333,0.669646135567326,srtf,1,20.0,high,8,v1_clean,0.3714169644222114,0.30275229357798167,0.0,0.0,0.0,0.1016649677200136,1.0,0.11016649677200137
250,205,77.02407987215771,2.50650406504065,9.933333333333328,463,2.941,0.5366050503372564,q_v1,1,20.0,high,8,v1_clean,0.3757272188885742,2.2585365853658534,0.021998823696698585,0.3269910903209119,0.6124641833810883,0.7584221619993977,0.06322211271440512,0.30837827967467923
250,212,79.2333955693361,2.420990566037736,8.620833333333332,311,2.8236666666666665,0.5520340478921653,q_v2,1,20.0,high,8,v1_clean,0.3737424319308306,1.4669811320754718,0.011868800353609876,0.3055209769785148,0.38681948424068807,0.49261588632657816,0.1718618138069471,0.22841091659299098
250,203,77.95009757691483,2.588259441707718,9.066666666666661,466,2.9946666666666664,0.542302150182386,q_double_v2,1,20.0,high,8,v1_clean,0.38399062845770854,2.2955665024630543,0.06417389518346349,0.3475176413784531,0.4634670487106013,0.7708568995925318,0.1033369174557109,0.29525053547237745
160,127,46.91540464454633,3.280839895013123,7.833333333333333,0,2.53125,0.39421524991527035,fcfs,2,10.0,moderate,6,v1_clean,0.3694126349964278,0.0,1.0,1.0,0.8377659574468089,0.0,0.24196276361170307,0.7836377657228726
160,139,46.046121972524496,3.1169064748201434,8.341666666666665,91,2.5578125,0.45716710704460617,carbon,2,10.0,moderate,6,v1_clean,0.33126706455053595,0.6546762589928058,0.23513241696765924,0.9291374697090002,1.0,0.2597356897091023,0.6701166035124996,0.611109069202641
160,151,48.25061725890938,0.9674392935982339,5.208333333333333,42,0.534375,0.5056701695182088,srtf,2,10.0,moderate,6,v1_clean,0.31954051164840647,0.2781456953642384,0.0,0.0,0.0,0.11035128131298588,1.0,0.1110351281312986
160,146,46.69741178935671,1.405821917808219,6.8125,190,1.0567708333333332,0.3588258665246861,q_v1,2,10.0,moderate,6,v1_clean,0.3198452862284706,1.3013698630136987,0.006111120995136202,0.1894970650313948,0.5119680851063833,0.516304347826087,0.0012693022691755934,0.21978769164069872
160,146,47.60702666604375,1.7973744292237441,6.666666666666666,368,1.403125,0.4007237042568572,q_v2,2,10.0,moderate,6,v1_clean,0.3260755251098887,2.5205479452054793,0.1310353965857661,0.35875115408801966,0.4654255319148937,1.0,0.2862286494051001,0.3625918675418556
160,146,47.227042700974295,1.3219178082191778,6.0,311,0.9401041666666666,0.3586392398319964,q_double_v2,2,10.0,moderate,6,v1_clean,0.3234728952121527,2.1301369863013697,0.07884933104421897,0.15322833166211802,0.2526595744680853,0.845108695652174,0.0,0.20591869538013896
160,154,58.59896945189311,1.6331168831168827,5.195833333333333,0,0.8182291666666666,0.12467812222107903,fcfs,2,10.0,moderate,8,v1_clean,0.38051278864865656,0.0,1.0,0.7429559918561439,0.5075987841945291,0.0,0.0,0.625490894419861
160,154,57.90677363257056,1.8885281385281385,5.87083333333333,37,1.0640625,0.21031775445149642,carbon,2,10.0,moderate,8,v1_clean,0.37601801060110757,0.24025974025974026,0.5180013656341718,1.0,1.0,0.22155688622754488,1.0,0.7534561665947146
160,153,56.79168697502778,0.8948801742919389,4.500000000000002,23,0.2125,0.17867305341263673,srtf,2,10.0,moderate,8,v1_clean,0.371187496568809,0.1503267973856209,0.0,0.0,0.0,0.13862471136159052,0.6304899937715968,0.07691147051331873
